index,level_1_label,level_2_label,level_3_label,level_4_label,to_keep,Level_3_4,main_category,sub_category
136,Lieu,Commerce de détail,Grand magasin,,2,Grand magasin,Commerce & Shopping,Unknown
141,Lieu,Commerce de détail,Grande et moyenne surface,,2,Grande et moyenne surface,Commerce & Shopping,Unknown
160,Produit,Location,Location de matériel,,2,Location de matériel,Services & Mobilité,Unknown
228,Lieu,Lieu de santé,Professionnel de santé,,2,Professionnel de santé,Santé & Urgences,Unknown
229,Lieu,Lieu de santé,Pharmacie,,2,Pharmacie,Santé & Urgences,Unknown
296,Lieu,Service pratique,"Borne de charge électrique pour vélo, vtt",,2,"Borne de charge électrique pour vélo, vtt",Services & Mobilité,Unknown
297,Lieu,Service pratique,Borne de charge véhicule électrique,,2,Borne de charge véhicule électrique,Services & Mobilité,Unknown
298,Lieu,Service pratique,Cybercafé,,2,Cybercafé,Commodités,Unknown
299,Lieu,Service pratique,Station de lavage,,2,Station de lavage,Services & Mobilité,Unknown
300,Lieu,Service pratique,"Distributeur automatique de billets, DAB",,2,"Distributeur automatique de billets, DAB",Services & Mobilité,Unknown
302,Lieu,Service pratique,Toilettes publiques,,2,Toilettes publiques,Commodités,Unknown
303,Lieu,Service pratique,Borne de service camping car,,2,Borne de service camping car,Services & Mobilité,Unknown
304,Lieu,Service pratique,Consigne à bagages,,2,Consigne à bagages,Commodités,Unknown
305,Lieu,Service pratique,Borne ou station de réparation - gonflage,,2,Borne ou station de réparation - gonflage,Services & Mobilité,Unknown
306,Lieu,Service pratique,Point d'eau,,2,Point d'eau,Commodités,Unknown
307,Lieu,Service pratique,Hotspot Wifi,,2,Hotspot Wifi,Commodités,Unknown
314,Lieu,Prestataire de service,Loueur de matériel,,2,Loueur de matériel,Commodités,Unknown
315,Lieu,Prestataire de service,Réparateur de matériel,,2,Réparateur de matériel,Commodités,Unknown
316,Lieu,Prestataire de service,Compagnie de taxis,,2,Compagnie de taxis,Transports,Unknown
317,Lieu,Prestataire de service,Transporteur,,2,Transporteur,Transports,Unknown
318,Lieu,Transport,Aérodrôme,,2,Aérodrôme,Transports,Unknown
319,Lieu,Transport,Aéroport,,2,Aéroport,Transports,Unknown
320,Lieu,Transport,Station ou dépôt de vélo,,2,Station ou dépôt de vélo,Services & Mobilité,Unknown
321,Lieu,Transport,Aire de covoiturage,,2,Aire de covoiturage,Services & Mobilité,Unknown
322,Lieu,Transport,Ecluse,,2,Ecluse,Services & Mobilité,Unknown
323,Lieu,Transport,Gare routière,,2,Gare routière,Transports,Unknown
324,Lieu,Transport,"Arrêt, station de transport en commun",,2,"Arrêt, station de transport en commun",Transports,Unknown
325,Lieu,Transport,Téléphérique,,2,Téléphérique,Transports,Unknown
326,Lieu,Transport,Port maritime,,2,Port maritime,Transports,Unknown
327,Lieu,Transport,Compagnie de taxis,,2,Compagnie de taxis,Transports,Unknown
328,Lieu,Transport,"Aire, station de taxis",,2,"Aire, station de taxis",Transports,Unknown
329,Lieu,Transport,Parking,,2,Parking,Services & Mobilité,Unknown
330,Lieu,Transport,Halte et port fluvial,,2,Halte et port fluvial,Transports,Unknown
331,Lieu,Transport,Gare ferroviaire,,2,Gare ferroviaire,Transports,Unknown
334,Lieu,Service d'information touristique,Office de tourisme,,2,Office de tourisme,Information Touristique,Unknown
336,Lieu,Service d'information touristique,Agence de guides,,2,Agence de guides,Information Touristique,Unknown
337,Lieu,Service d'information touristique,Maison du tourisme,,2,Maison du tourisme,Information Touristique,Unknown
338,Lieu,Service d'information touristique,Organisme réceptif,,2,Organisme réceptif,Commerce & Shopping,Unknown
339,Lieu,Service d'information touristique,Guide professionnel,,2,Guide professionnel,Information Touristique,Unknown
341,Lieu,Service d'information touristique,"Hôte bénévole, greeter",,2,"Hôte bénévole, greeter",Information Touristique,Unknown
