"URI"	"Label"	"URIparent"	"LabelParent"
<https://www.datatourisme.fr/ontology/core#EquestrianCenter>,Equestrian center,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#DepartementTourismCommittee>,Département tourism committee,<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Tourist information center
<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site,<https://www.datatourisme.fr/ontology/core#CulturalSite>,Cultural site
<https://www.datatourisme.fr/ontology/core#RemarkableBuilding>,Remarkable civil building,<https://www.datatourisme.fr/ontology/core#CulturalSite>,Cultural site
<https://www.datatourisme.fr/ontology/core#RemembranceSite>,Remembrance site,<https://www.datatourisme.fr/ontology/core#CulturalSite>,Cultural site
<https://www.datatourisme.fr/ontology/core#Reading>,Reading,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
<https://www.datatourisme.fr/ontology/core#Recital>,Recital,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
<https://www.datatourisme.fr/ontology/core#RecurrentPeriod>,Recurrent period,<https://www.datatourisme.fr/ontology/core#Period>,Period
<https://www.datatourisme.fr/ontology/core#RemarkableHouse>,Remarkable house,<https://www.datatourisme.fr/ontology/core#RemarkableBuilding>,Remarkable civil building
<https://www.datatourisme.fr/ontology/core#ReligiousEvent>,Religious event,<https://www.datatourisme.fr/ontology/core#SocialEvent>,Social event
<https://www.datatourisme.fr/ontology/core#Rally>,Rally,<https://www.datatourisme.fr/ontology/core#SportsEvent>,Sports and recreation event
<https://www.datatourisme.fr/ontology/core#Rambling>,Hike and walk,<https://www.datatourisme.fr/ontology/core#SportsEvent>,Sports and recreation event
<https://www.datatourisme.fr/ontology/core#RegionalTourismCommittee>,Regional tourism committee,<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Tourist information center
<https://www.datatourisme.fr/ontology/core#Library>,Library,<https://www.datatourisme.fr/ontology/core#CulturalSite>,Cultural site
<https://www.datatourisme.fr/ontology/core#Lake>,Lake,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Landes>,Landes,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Lighthouse>,Lighthouse,<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Industrial, handcraft, rural, agricultural and technical heritage"
<https://www.datatourisme.fr/ontology/core#LeisureChalet>,Leisure chalet,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider>,Leisure and sport activity provider,<https://www.datatourisme.fr/ontology/core#ActivityProvider>,Activity provider
<https://www.datatourisme.fr/ontology/core#LeftLuggage>,Left luggage,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Convenient service
<https://www.datatourisme.fr/ontology/core#LevyOrDike>,Levy or dike,<https://www.datatourisme.fr/ontology/core#RemarkableBuilding>,Remarkable civil building
<https://www.datatourisme.fr/ontology/core#LabelReview>,Label review,<https://www.datatourisme.fr/ontology/core#Review>,Review
<https://www.datatourisme.fr/ontology/core#LaunchingRamp>,Launching ramp,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#LeisureComplex>,Leisure complex,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#CuisineCategory>,Cuisine category,<https://www.datatourisme.fr/ontology/core#Theme>,Theme
<https://www.datatourisme.fr/ontology/core#CulturalTheme>,Cultural,<https://www.datatourisme.fr/ontology/core#Theme>,Theme
<https://www.datatourisme.fr/ontology/core#EntertainmentAndEventTheme>,Entertainment and event theme,<https://www.datatourisme.fr/ontology/core#Theme>,Theme
<https://www.datatourisme.fr/ontology/core#FoodProduct>,Food product,<https://www.datatourisme.fr/ontology/core#Theme>,Theme
<https://www.datatourisme.fr/ontology/core#HealthTheme>,Health theme,<https://www.datatourisme.fr/ontology/core#Theme>,Theme
<https://www.datatourisme.fr/ontology/core#CampingAndCaravanningAmenity>,Camping and caravanning facilities and service,<https://www.datatourisme.fr/ontology/core#Amenity>,Facilities and service
<https://www.datatourisme.fr/ontology/core#CateringAmenity>,Catering facilities and service,<https://www.datatourisme.fr/ontology/core#Amenity>,Facilities and service
<https://www.datatourisme.fr/ontology/core#CommonAmenity>,Basic facilities and service,<https://www.datatourisme.fr/ontology/core#Amenity>,Facilities and service
<https://www.datatourisme.fr/ontology/core#CulturalHeritageAmenity>,Cultural heritage facility and service,<https://www.datatourisme.fr/ontology/core#Amenity>,Facilities and service
<https://www.datatourisme.fr/ontology/core#GeographicReach>,Geographic reach,<https://www.datatourisme.fr/ontology/core#Audience>,Audience
<https://www.datatourisme.fr/ontology/core#EquestrianLocomotionMode>,Equestrian,<https://www.datatourisme.fr/ontology/core#LocomotionMode>,Mode of transport for routes
<https://www.datatourisme.fr/ontology/core#CateringPricingOffer>,Catering pricing Offer,<https://www.datatourisme.fr/ontology/core#PricingOffer>,Pricing offer
<https://www.datatourisme.fr/ontology/core#GeneralPricingOffer>,General pricing Offer,<https://www.datatourisme.fr/ontology/core#PricingOffer>,Pricing offer
<https://www.datatourisme.fr/ontology/core#CycleRouteTheme>,Cycle route name,<https://www.datatourisme.fr/ontology/core#RouteTheme>,Route name
<https://www.datatourisme.fr/ontology/core#Visit>,Visit,<https://www.datatourisme.fr/ontology/core#Product>,Product
<https://www.datatourisme.fr/ontology/core#BuddhistTemple>,Buddhist temple,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#Bridge>,Bridge,<https://www.datatourisme.fr/ontology/core#RemarkableBuilding>,Remarkable civil building
<https://www.datatourisme.fr/ontology/core#BricABrac>,Bric-a-brac,<https://www.datatourisme.fr/ontology/core#SaleEvent>,Sale event
<https://www.datatourisme.fr/ontology/core#BoulesPitch>,Boules pitch,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#BowlingAlley>,Bowling alley,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#ChildrensGite>,Children gite,<https://www.datatourisme.fr/ontology/core#CollectiveAccommodation>,Collective accommodation
<https://www.datatourisme.fr/ontology/core#Causse>,Causse,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#CaveSinkholeOrAven>,"Cave, sinkhole, aven",<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#ChalkyLawn>,Chalky lawn,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#ChamberOfCommerceAndIndustry>,Chamber of commerce and industry,<https://www.datatourisme.fr/ontology/core#BusinessPlace>,Business place
<https://www.datatourisme.fr/ontology/core#ChildrensEvent>,Children event,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
<https://www.datatourisme.fr/ontology/core#CateringFeatureSpecification>,Catering feature specification,<https://www.datatourisme.fr/ontology/core#FeatureSpecification>,Feature specification
<https://www.datatourisme.fr/ontology/core#Cathedral>,Cathedral,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#Chapel>,Chapel,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#Church>,Church,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#MountainResort>,Mountain resort,<https://www.datatourisme.fr/ontology/core#CityHeritage>,City and village
<https://www.datatourisme.fr/ontology/core#Museum>,Museum,<https://www.datatourisme.fr/ontology/core#CulturalSite>,Cultural site
<https://www.datatourisme.fr/ontology/core#Mountain>,Mountain,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#NaturalCuriosity>,Natural curiosity,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#NaturalPark>,Natural park,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#MultiActivity>,Multi-activity,<https://www.datatourisme.fr/ontology/core#Practice>,Practice
<https://www.datatourisme.fr/ontology/core#MountainRestaurant>,Mountain restaurant,<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant
<https://www.datatourisme.fr/ontology/core#NaturalHeritageFeatureSpecification>,Natural heritage feature specification,<https://www.datatourisme.fr/ontology/core#FeatureSpecification>,Feature specification
<https://www.datatourisme.fr/ontology/core#Mosque>,Mosque,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#MooringArea>,Mooring area,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#MultiPurposeRoomOrCommunityRoom>,"Multi-purpose room, community room",<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#NauticalCentre>,Nautical base / nautical centre,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#IceCreamShop>,Ice cream shop,<https://www.datatourisme.fr/ontology/core#FoodEstablishment>,Food establishment
<https://www.datatourisme.fr/ontology/core#HotelRestaurant>,Hotel restaurant,<https://www.datatourisme.fr/ontology/core#Hotel>,Hotel
<https://www.datatourisme.fr/ontology/core#HealthcarePlace>,Healthcare place,<https://www.datatourisme.fr/ontology/core#MedicalPlace>,Medical place
<https://www.datatourisme.fr/ontology/core#HealthcareProfessional>,Healthcare professionnal,<https://www.datatourisme.fr/ontology/core#MedicalPlace>,Medical place
<https://www.datatourisme.fr/ontology/core#HalophilicArea>,HalophilicArea,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Hillsides>,Hillsides,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#HotelRestaurant>,Hotel restaurant,<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant
<https://www.datatourisme.fr/ontology/core#HypermarketAndSupermarket>,Hypermarket and supermarket,<https://www.datatourisme.fr/ontology/core#Store>,Store
<https://www.datatourisme.fr/ontology/core#HorseTour>,Horse route,<https://www.datatourisme.fr/ontology/core#Tour>,Route
<https://www.datatourisme.fr/ontology/core#HotelSuite>,Suite,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#House>,House,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#HouseBoat>,House boat,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#Hut>,Hut,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#Harvest>,Harvest,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
<https://www.datatourisme.fr/ontology/core#Hammam>,Hammam,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#InterpretationCentre>,Interpretation centre,<https://www.datatourisme.fr/ontology/core#CulturalSite>,Cultural site
<https://www.datatourisme.fr/ontology/core#Icefall>,Icefall,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#IslandPeninsula>,Island peninsula,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#IntroductionCourse>,Introduction course,<https://www.datatourisme.fr/ontology/core#Practice>,Practice
<https://www.datatourisme.fr/ontology/core#IndustrialSite>,Industrial site,<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Industrial, handcraft, rural, agricultural and technical heritage"
<https://www.datatourisme.fr/ontology/core#InformativeFeatureSpecification>,Informative feature specification,<https://www.datatourisme.fr/ontology/core#CommonFeatureSpecification>,Common feature specification
<https://www.datatourisme.fr/ontology/core#IceSkatingRink>,Ice skating rink,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#Jetty>,Jetty,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#KidsClub>,Kid's club,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#IncomingTravelAgency>,Incoming travel agency,<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Tourist information center
<https://www.datatourisme.fr/ontology/core#SaleEvent>,Sale event,<https://www.datatourisme.fr/ontology/core#EntertainmentAndEvent>,Entertainment and event
<https://www.datatourisme.fr/ontology/core#River>,River,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#RoadTour>,Road route,<https://www.datatourisme.fr/ontology/core#Tour>,Route
<https://www.datatourisme.fr/ontology/core#RouteTheme>,Route name,<https://www.datatourisme.fr/ontology/core#Theme>,Theme
<https://www.datatourisme.fr/ontology/core#Room>,Room,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#RomanPath>,Roman path,<https://www.datatourisme.fr/ontology/core#ArcheologicalSite>,Archeological site
<https://www.datatourisme.fr/ontology/core#Ruins>,Ruins and vestiges,<https://www.datatourisme.fr/ontology/core#ArcheologicalSite>,Archeological site
<https://www.datatourisme.fr/ontology/core#RVServiceArea>,RV service area,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Convenient service
<https://www.datatourisme.fr/ontology/core#RoomFeatureSpecification>,Room feature specification,<https://www.datatourisme.fr/ontology/core#FeatureSpecification>,Feature specification
<https://www.datatourisme.fr/ontology/core#ScaleReview>,Rating review,<https://www.datatourisme.fr/ontology/core#Review>,Review
<https://www.datatourisme.fr/ontology/core#RiverPort>,River port,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#ThalassotherapyCentre>,Thalassotherapy centre,<https://www.datatourisme.fr/ontology/core#MedicalPlace>,Medical place
<https://www.datatourisme.fr/ontology/core#Tipi>,Tipi,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#TheaterEvent>,Theater event,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
<https://www.datatourisme.fr/ontology/core#TerrainPark>,Snowpark,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#Theater>,Theatre,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#ThemePark>,Leisure park and theme park,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#TobogganBobsleigh>,Toboggan - bobsleigh,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#TourismCableCar>,Tourisl cable car,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#TourGuideAgency>,Tour guide agency,<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Tourist information center
<https://www.datatourisme.fr/ontology/core#TourismCentre>,Tourism centre,<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Tourist information center
<https://www.datatourisme.fr/ontology/core#FarmCamping>,Farm Camping,<https://www.datatourisme.fr/ontology/core#CampingAndCaravanning>,Camping and caravanning
<https://www.datatourisme.fr/ontology/core#NaturalCampingArea>,Natural camping area,<https://www.datatourisme.fr/ontology/core#CampingAndCaravanning>,Camping and caravanning
<https://www.datatourisme.fr/ontology/core#ResidentialLeisurePark>,Residential leisure park,<https://www.datatourisme.fr/ontology/core#CampingAndCaravanning>,Camping and caravanning
<https://www.datatourisme.fr/ontology/core#CamperVanArea>,Camper van area,<https://www.datatourisme.fr/ontology/core#CampingAndCaravanning>,Camping and caravanning
<https://www.datatourisme.fr/ontology/core#Camping>,Campsite,<https://www.datatourisme.fr/ontology/core#CampingAndCaravanning>,Camping and caravanning
<https://www.datatourisme.fr/ontology/core#CollectiveHostel>,Collective hostel,<https://www.datatourisme.fr/ontology/core#CollectiveAccommodation>,Collective accommodation
<https://www.datatourisme.fr/ontology/core#BusinessEvent>,Business event,<https://www.datatourisme.fr/ontology/core#EntertainmentAndEvent>,Entertainment and event
<https://www.datatourisme.fr/ontology/core#CafeOrTeahouse>,Coffee or tea house,<https://www.datatourisme.fr/ontology/core#FoodEstablishment>,Food establishment
<https://www.datatourisme.fr/ontology/core#OutstandingTree>,Outstanding Tree,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Cirque>,Cirque,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Cliff>,Cliff,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Coastline>,Coastline,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Col>,Col,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#BusinessPlace>,Business place,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place
<https://www.datatourisme.fr/ontology/core#Cabaret>,Cabaret,<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant
<https://www.datatourisme.fr/ontology/core#Volcano>,Volcano,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Waterfall>,Waterfall,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Wetland>,Wetland,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#WineCellar>,Wine cellar,<https://www.datatourisme.fr/ontology/core#TastingProvider>,Tasting provider
<https://www.datatourisme.fr/ontology/core#WashHouse>,Wash house,<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Industrial, handcraft, rural, agricultural and technical heritage"
<https://www.datatourisme.fr/ontology/core#WalkingTour>,Walking route,<https://www.datatourisme.fr/ontology/core#Tour>,Route
<https://www.datatourisme.fr/ontology/core#WorkMeeting>,Work meeting,<https://www.datatourisme.fr/ontology/core#BusinessEvent>,Business event
<https://www.datatourisme.fr/ontology/core#WaterSource>,Water source,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Convenient service
<https://www.datatourisme.fr/ontology/core#WifiHotSpot>,Wi-fi hotSpot,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Convenient service
<https://www.datatourisme.fr/ontology/core#VivariumAquarium>,Vivarium - Aquarium,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#YachtClub>,Yacht Club,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#VolunteerTourGuideOrGreeter>,"Volunteer tour guide, greeter",<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Tourist information center
<https://www.datatourisme.fr/ontology/core#Canal>,Canal,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Canyon>,Canyon,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#CampingCar>,Camping car,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#CampingPitch>,Camping pitch,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#Caravan>,Caravan,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#CastleAndPrestigeMansion>,Castle and prestige mansion,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#CarOrBikeWash>,Car or bike wash,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Convenient service
<https://www.datatourisme.fr/ontology/core#Castle>,Castle,<https://www.datatourisme.fr/ontology/core#RemarkableBuilding>,Remarkable civil building
<https://www.datatourisme.fr/ontology/core#Carnival>,Carnival,<https://www.datatourisme.fr/ontology/core#SocialEvent>,Social event
<https://www.datatourisme.fr/ontology/core#Casino>,Casino,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#CarpoolArea>,Carpool area,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#BusStation>,Bus station,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#BusStop>,Public transport stop,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#CableCarStation>,Cable car station,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Tourist information center,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place
<https://www.datatourisme.fr/ontology/core#Traineeship>,Traineeship,<https://www.datatourisme.fr/ontology/core#Practice>,Practice
<https://www.datatourisme.fr/ontology/core#Trader>,Trader,<https://www.datatourisme.fr/ontology/core#TastingProvider>,Tasting provider
<https://www.datatourisme.fr/ontology/core#TrainingWorkshop>,Training workshop,<https://www.datatourisme.fr/ontology/core#BusinessEvent>,Business event
<https://www.datatourisme.fr/ontology/core#Tower>,Tower,<https://www.datatourisme.fr/ontology/core#RemarkableBuilding>,Remarkable civil building
<https://www.datatourisme.fr/ontology/core#TraditionalCelebration>,Traditional celebration,<https://www.datatourisme.fr/ontology/core#SocialEvent>,Social event
<https://www.datatourisme.fr/ontology/core#TouristBus>,Tourist bus,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#TouristTrain>,Tourist train,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#TrackRollerOrSkateBoard>,Track roller or skate board,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#TourOperatorOrTravelAgency>,Tour operator or travel agency,<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Tourist information center
<https://www.datatourisme.fr/ontology/core#Spa>,Spa,<https://www.datatourisme.fr/ontology/core#MedicalPlace>,Medical place
<https://www.datatourisme.fr/ontology/core#ConeNeck>,Cone / neck,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Source>,Source,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#ConvenientService>,Convenient service,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place
<https://www.datatourisme.fr/ontology/core#Competition>,Competition,<https://www.datatourisme.fr/ontology/core#Practice>,Practice
<https://www.datatourisme.fr/ontology/core#Congress>,Congress,<https://www.datatourisme.fr/ontology/core#BusinessEvent>,Business event
<https://www.datatourisme.fr/ontology/core#ConventionCentre>,Convention centre,<https://www.datatourisme.fr/ontology/core#BusinessPlace>,Business place
<https://www.datatourisme.fr/ontology/core#Commemoration>,Commemoration,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
<https://www.datatourisme.fr/ontology/core#Concert>,Concert,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
<https://www.datatourisme.fr/ontology/core#Conference>,Conference,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
<https://www.datatourisme.fr/ontology/core#CommonFeatureSpecification>,Common feature specification,<https://www.datatourisme.fr/ontology/core#FeatureSpecification>,Feature specification
<https://www.datatourisme.fr/ontology/core#Convent>,Convent,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#YouthHostelAndInternationalCenter>,Youth hostel and international center,<https://www.datatourisme.fr/ontology/core#CollectiveAccommodation>,Collective accommodation
<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Industrial, handcraft, rural, agricultural and technical heritage",<https://www.datatourisme.fr/ontology/core#CulturalSite>,Cultural site
<https://www.datatourisme.fr/ontology/core#Bocage>,Bocage,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Bog>,Bog,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Tour>,Route,<https://www.datatourisme.fr/ontology/core#PointOfInterest>,Point of interest
<https://www.datatourisme.fr/ontology/core#BrasserieOrTavern>,Brasserie or tavern,<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant
<https://www.datatourisme.fr/ontology/core#BoutiqueOrLocalShop>,Boutique or local shop,<https://www.datatourisme.fr/ontology/core#Store>,Store
<https://www.datatourisme.fr/ontology/core#Brewery>,Brewery,<https://www.datatourisme.fr/ontology/core#TastingProvider>,Tasting provider
<https://www.datatourisme.fr/ontology/core#ArchitecturalStyle>,Architectural style,<https://www.datatourisme.fr/ontology/core#Theme>,Theme
<https://www.datatourisme.fr/ontology/core#Bubble>,Bubble,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#Bungalow>,Bungalow,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#AccommodationAmenity>,Accommodation facilities and service,<https://www.datatourisme.fr/ontology/core#Amenity>,Facilities and service
<https://www.datatourisme.fr/ontology/core#AdaptedsportsLocomotionMode>,Adapted sports,<https://www.datatourisme.fr/ontology/core#LocomotionMode>,Mode of transport for routes
<https://www.datatourisme.fr/ontology/core#AquaticLocomotionMode>,Aquatic,<https://www.datatourisme.fr/ontology/core#LocomotionMode>,Mode of transport for routes
<https://www.datatourisme.fr/ontology/core#BicycleLocomotionMode>,Cycling,<https://www.datatourisme.fr/ontology/core#LocomotionMode>,Mode of transport for routes
<https://www.datatourisme.fr/ontology/core#AccommodationPricingOffer>,Accommodation pricing Offer,<https://www.datatourisme.fr/ontology/core#PricingOffer>,Pricing offer
<https://www.datatourisme.fr/ontology/core#ActivityPricingOffer>,Activity pricing Offer,<https://www.datatourisme.fr/ontology/core#PricingOffer>,Pricing offer
<https://www.datatourisme.fr/ontology/core#Yurt>,Yurt,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#Bungatoile>,Bungatoile,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#CircusEvent>,Circus event,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
