"URI"	"Label"	"URIparent"	"LabelParent"
<https://www.datatourisme.fr/ontology/core#PigeonLoft>,Pigeon loft,<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Industrial, handcraft, rural, agricultural and technical heritage"
<https://www.datatourisme.fr/ontology/core#Person>,Person,<https://www.datatourisme.fr/ontology/core#Agent>,Agent
<https://www.datatourisme.fr/ontology/core#PicnicArea>,Picnic area,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Convenient service
<https://www.datatourisme.fr/ontology/core#PilgrimageAndProcession>,Pilgrimage and procession,<https://www.datatourisme.fr/ontology/core#SocialEvent>,Social event
<https://www.datatourisme.fr/ontology/core#PlayArea>,Play area,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#Parking>,Parking,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#SocialEvent>,Social event,<https://www.datatourisme.fr/ontology/core#EntertainmentAndEvent>,Entertainment and event
<https://www.datatourisme.fr/ontology/core#ServiceProvider>,Service provider,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place
<https://www.datatourisme.fr/ontology/core#SelfServiceCafeteria>,Self service cafeteria,<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant
<https://www.datatourisme.fr/ontology/core#ShoppingCentreAndGallery>,Shopping Centre and gallery,<https://www.datatourisme.fr/ontology/core#Store>,Store
<https://www.datatourisme.fr/ontology/core#Seminar>,Seminar,<https://www.datatourisme.fr/ontology/core#BusinessEvent>,Business event
<https://www.datatourisme.fr/ontology/core#ScreeningEvent>,Screening event,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
<https://www.datatourisme.fr/ontology/core#ShowEvent>,Show,<https://www.datatourisme.fr/ontology/core#CulturalEvent>,Cultural event
<https://www.datatourisme.fr/ontology/core#SchoolOrTrainingCentre>,School or training centre,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#SightseeingBoat>,Sightseeing boat,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#Seaport>,Seaport,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#LocalProductsShop>,Local products shop,<https://www.datatourisme.fr/ontology/core#Store>,Store
<https://www.datatourisme.fr/ontology/core#Mill>,Mill,<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Industrial, handcraft, rural, agricultural and technical heritage"
<https://www.datatourisme.fr/ontology/core#Mine>,Mine,<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Industrial, handcraft, rural, agricultural and technical heritage"
<https://www.datatourisme.fr/ontology/core#MegalithDolmenMenhir>,"Megalith, dolmen, menhir",<https://www.datatourisme.fr/ontology/core#ArcheologicalSite>,Archeological site
<https://www.datatourisme.fr/ontology/core#LimitedPeriod>,Limited period,<https://www.datatourisme.fr/ontology/core#Period>,Period
<https://www.datatourisme.fr/ontology/core#Monastery>,Monastery or priory,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#Lock>,Lock,<https://www.datatourisme.fr/ontology/core#RemarkableBuilding>,Remarkable civil building
<https://www.datatourisme.fr/ontology/core#MilitaryCemetery>,Military cemetery and memorial,<https://www.datatourisme.fr/ontology/core#RemembranceSite>,Remembrance site
<https://www.datatourisme.fr/ontology/core#Market>,Market,<https://www.datatourisme.fr/ontology/core#SaleEvent>,Sale event
<https://www.datatourisme.fr/ontology/core#LocalAnimation>,Local animation,<https://www.datatourisme.fr/ontology/core#SocialEvent>,Social event
<https://www.datatourisme.fr/ontology/core#MiniGolf>,Mini golf,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#Auditorium>,Auditorium,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#Lock>,Lock,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#HotelTrade>,Hotel trade,<https://www.datatourisme.fr/ontology/core#Accommodation>,Accommodation
<https://www.datatourisme.fr/ontology/core#HolidayCentre>,Holiday centre,<https://www.datatourisme.fr/ontology/core#CollectiveAccommodation>,Collective accommodation
<https://www.datatourisme.fr/ontology/core#HolidayResort>,Holiday resort,<https://www.datatourisme.fr/ontology/core#CollectiveAccommodation>,Collective accommodation
<https://www.datatourisme.fr/ontology/core#Hotel>,Hotel,<https://www.datatourisme.fr/ontology/core#HotelTrade>,Hotel trade
<https://www.datatourisme.fr/ontology/core#CulturalSite>,Cultural site,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place
<https://www.datatourisme.fr/ontology/core#FoodEstablishment>,Food establishment,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place
<https://www.datatourisme.fr/ontology/core#EntertainmentAndEvent>,Entertainment and event,<https://www.datatourisme.fr/ontology/core#PointOfInterest>,Point of interest
<https://www.datatourisme.fr/ontology/core#Guesthouse>,Guesthouse,<https://www.datatourisme.fr/ontology/core#RentalAccommodation>,Rental accommodation
<https://www.datatourisme.fr/ontology/core#StopOverOrGroupLodge>,Refuge or overnight shelter,<https://www.datatourisme.fr/ontology/core#CollectiveAccommodation>,Collective accommodation
<https://www.datatourisme.fr/ontology/core#StreetFood>,Street food,<https://www.datatourisme.fr/ontology/core#FoodEstablishment>,Food establishment
<https://www.datatourisme.fr/ontology/core#Stone>,"Stone, rock",<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Stream>,Stream,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#StubbleFields>,Stubble fields,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Summit>,Summit,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Swamp>,Swamp,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Stables>,Stables,<https://www.datatourisme.fr/ontology/core#TechnicalHeritage>,"Industrial, handcraft, rural, agricultural and technical heritage"
<https://www.datatourisme.fr/ontology/core#Synagogue>,Synagogue,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#Stadium>,Stadium,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#SummerToboggan>,Summer toboggan,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#SwimmingPool>,Swimming pool,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#Bastide>,Bastide,<https://www.datatourisme.fr/ontology/core#CityHeritage>,City and village
<https://www.datatourisme.fr/ontology/core#Bakery>,Bakery,<https://www.datatourisme.fr/ontology/core#FoodEstablishment>,Food establishment
<https://www.datatourisme.fr/ontology/core#Beach>,Beach,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#BoatRestaurant>,Boat restaurant,<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant
<https://www.datatourisme.fr/ontology/core#Bed>,Bed,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#BoardMeeting>,Board meeting,<https://www.datatourisme.fr/ontology/core#BusinessEvent>,Business event
<https://www.datatourisme.fr/ontology/core#Basilica>,Basilica,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#Bishopric>,Bishopric,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#BalneotherapyCentre>,Balneotherapy centre,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#BeachClub>,Beach club,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#BilliardRoom>,Billiard room,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#BikeStationOrDepot>,Bike station or depot,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#RentalAccommodation>,Rental accommodation,<https://www.datatourisme.fr/ontology/core#Accommodation>,Accommodation
<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant,<https://www.datatourisme.fr/ontology/core#FoodEstablishment>,Food establishment
<https://www.datatourisme.fr/ontology/core#Store>,Store,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place
<https://www.datatourisme.fr/ontology/core#TastingProvider>,Tasting provider,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place
<https://www.datatourisme.fr/ontology/core#SelfCateringAccommodation>,Self catering accommodation,<https://www.datatourisme.fr/ontology/core#RentalAccommodation>,Rental accommodation
<https://www.datatourisme.fr/ontology/core#Rental>,Rental,<https://www.datatourisme.fr/ontology/core#Product>,Product
<https://www.datatourisme.fr/ontology/core#ScaleRating>,Rating,<https://www.datatourisme.fr/ontology/core#Rating>,Rating
<https://www.datatourisme.fr/ontology/core#ScaleReviewSystem>,Scale review system,<https://www.datatourisme.fr/ontology/core#ReviewSystem>,Review system
<https://www.datatourisme.fr/ontology/core#MedicalPlace>,Medical place,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place
<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage,<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place
<https://www.datatourisme.fr/ontology/core#PlaceOfInterest>,Place,<https://www.datatourisme.fr/ontology/core#PointOfInterest>,Point of interest
<https://www.datatourisme.fr/ontology/core#Practice>,Practice,<https://www.datatourisme.fr/ontology/core#Product>,Product
<https://www.datatourisme.fr/ontology/core#LabelRating>,Label,<https://www.datatourisme.fr/ontology/core#Rating>,Rating
<https://www.datatourisme.fr/ontology/core#LabelReviewSystem>,Label review system,<https://www.datatourisme.fr/ontology/core#ReviewSystem>,Review system
<https://www.datatourisme.fr/ontology/core#Marina>,Marina,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#LocalTouristOffice>,Local tourist office,<https://www.datatourisme.fr/ontology/core#TouristInformationCenter>,Tourist information center
<https://www.datatourisme.fr/ontology/core#GroupLodging>,Group lodging,<https://www.datatourisme.fr/ontology/core#CollectiveAccommodation>,Collective accommodation
<https://www.datatourisme.fr/ontology/core#Glacier>,Glacier,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Gorge>,Gorge,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#Grassland>,Grassland,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#GourmetRestaurant>,Gourmet restaurant,<https://www.datatourisme.fr/ontology/core#Restaurant>,Restaurant
<https://www.datatourisme.fr/ontology/core#TypeOfBed>,Type of bed,<https://www.datatourisme.fr/ontology/core#AccommodationAmenity>,Accommodation facilities and service
<https://www.datatourisme.fr/ontology/core#ParkAndGardenTheme>,Park and garden theme,<https://www.datatourisme.fr/ontology/core#Theme>,Theme
<https://www.datatourisme.fr/ontology/core#SpatialEnvironmentTheme>,POI's environmental theme,<https://www.datatourisme.fr/ontology/core#Theme>,Theme
<https://www.datatourisme.fr/ontology/core#SportsTheme>,"Sports, leisure and event theme",<https://www.datatourisme.fr/ontology/core#Theme>,Theme
<https://www.datatourisme.fr/ontology/core#InformativeAmenity>,Informative facilities and service,<https://www.datatourisme.fr/ontology/core#Amenity>,Facilities and service
<https://www.datatourisme.fr/ontology/core#RoomAmenity>,Room amenity,<https://www.datatourisme.fr/ontology/core#Amenity>,Facilities and service
<https://www.datatourisme.fr/ontology/core#NaturalHeritageAmenity>,Natural heritage facilities and service,<https://www.datatourisme.fr/ontology/core#Amenity>,Facilities and service
<https://www.datatourisme.fr/ontology/core#PeopleAudience>,People audience,<https://www.datatourisme.fr/ontology/core#Audience>,Audience
<https://www.datatourisme.fr/ontology/core#GarageOrAirPump>,Garage or air pump,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Convenient service
<https://www.datatourisme.fr/ontology/core#PedestrianLocomotionMode>,Pedestrian,<https://www.datatourisme.fr/ontology/core#LocomotionMode>,Mode of transport for routes
<https://www.datatourisme.fr/ontology/core#RoadsideLocomotionMode>,Roadside,<https://www.datatourisme.fr/ontology/core#LocomotionMode>,Mode of transport for routes
<https://www.datatourisme.fr/ontology/core#WintersportsLocomotionMode>,Winter sports,<https://www.datatourisme.fr/ontology/core#LocomotionMode>,Mode of transport for routes
<https://www.datatourisme.fr/ontology/core#RentalPricingOffer>,"Rental pricing Offer (without accommodation): bikes, kayak, meeting room",<https://www.datatourisme.fr/ontology/core#PricingOffer>,Pricing offer
<https://www.datatourisme.fr/ontology/core#MTBRouteTheme>,MTB route name,<https://www.datatourisme.fr/ontology/core#RouteTheme>,Route name
<https://www.datatourisme.fr/ontology/core#GarageSale>,Garage sale,<https://www.datatourisme.fr/ontology/core#SaleEvent>,Sale event
<https://www.datatourisme.fr/ontology/core#FrontonBelotaCourt>,"Fronton, belota court",<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#GolfCourse>,Golf course,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#Gymnasium>,Gymnasium or sports field,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#Game>,"Game, contest",<https://www.datatourisme.fr/ontology/core#SportsEvent>,Sports and recreation event
<https://www.datatourisme.fr/ontology/core#TableHoteGuesthouse>,Guesthouse with table d’hôte,<https://www.datatourisme.fr/ontology/core#Guesthouse>,Guesthouse
<https://www.datatourisme.fr/ontology/core#TableHotes>,Table d'hotes,<https://www.datatourisme.fr/ontology/core#Guesthouse>,Guesthouse
<https://www.datatourisme.fr/ontology/core#Tasting>,Tasting,<https://www.datatourisme.fr/ontology/core#Practice>,Practice
<https://www.datatourisme.fr/ontology/core#Tent>,Tent,<https://www.datatourisme.fr/ontology/core#AccommodationProduct>,Accommodation product
<https://www.datatourisme.fr/ontology/core#TastingFeatureSpecification>,Tasting feature specification,<https://www.datatourisme.fr/ontology/core#FeatureSpecification>,Feature specification
<https://www.datatourisme.fr/ontology/core#Temple>,Temple,<https://www.datatourisme.fr/ontology/core#ReligiousSite>,Religious site
<https://www.datatourisme.fr/ontology/core#TaxiCompany>,Taxi company,<https://www.datatourisme.fr/ontology/core#ServiceProvider>,Service provider
<https://www.datatourisme.fr/ontology/core#TeachingFarm>,Teaching farm,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#TennisComplex>,Tennis court or compound,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#TaxiCompany>,Taxi company,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#TaxiStation>,Taxi station,<https://www.datatourisme.fr/ontology/core#Transport>,Transport
<https://www.datatourisme.fr/ontology/core#District>,District,<https://www.datatourisme.fr/ontology/core#CityHeritage>,City and village
<https://www.datatourisme.fr/ontology/core#Dune>,Dune,<https://www.datatourisme.fr/ontology/core#NaturalHeritage>,Natural heritage
<https://www.datatourisme.fr/ontology/core#DevelopmentCourse>,Development course,<https://www.datatourisme.fr/ontology/core#Practice>,Practice
<https://www.datatourisme.fr/ontology/core#DepartmentStore>,Department store,<https://www.datatourisme.fr/ontology/core#Store>,Store
<https://www.datatourisme.fr/ontology/core#ElectricBycicleChargingPoint>,Electric charging station for bicycles and mountain bikes,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Convenient service
<https://www.datatourisme.fr/ontology/core#ElectricVehicleChargingPoint>,Electric vehicle charging point,<https://www.datatourisme.fr/ontology/core#ConvenientService>,Convenient service
<https://www.datatourisme.fr/ontology/core#Dungeon>,Dungeon,<https://www.datatourisme.fr/ontology/core#DefenceSite>,Defence site
<https://www.datatourisme.fr/ontology/core#DogSleddingTrail>,Dog sledding trail,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#DownhillSkiResort>,Downhill ski resort,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#DownhillSkiRun>,Downhill ski run,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
<https://www.datatourisme.fr/ontology/core#EducationalTrail>,Educational trail,<https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace>,Sports and leisure place
