,locality_name,postal_code,center_latitude,center_longitude,locality
13772,Bourgueil,37140,47.31,0.174,Bourgueil (37140)
13773,Bournan,37240,47.069,0.731,Bournan (37240)
13774,Boussay,37290,46.848,0.892,Boussay (37290)
13775,Braslou,37120,46.999,0.408,Braslou (37120)
13776,Braye-sous-Faye,37120,46.982,0.329,Braye-sous-Faye (37120)
13777,Braye-sur-Maulne,37330,47.56,0.261,Braye-sur-Maulne (37330)
13778,Brèches,37330,47.56,0.408,Brèches (37330)
13779,Bréhémont,37130,47.289,0.362,Bréhémont (37130)
13780,Bridoré,37600,47.037,1.079,Bridoré (37600)
13781,Brizay,37220,47.096,0.388,Brizay (37220)
13782,Bueil-en-Touraine,37370,47.63,0.552,Bueil-en-Touraine (37370)
13783,Candes-Saint-Martin,37500,47.203,0.074,Candes-Saint-Martin (37500)
13784,Cangey,37530,47.489,1.06,Cangey (37530)
13785,La Celle-Guenand,37350,46.949,0.899,La Celle-Guenand (37350)
13786,La Celle-Saint-Avant,37160,47.021,0.616,La Celle-Saint-Avant (37160)
13787,Céré-la-Ronde,37460,47.254,1.182,Céré-la-Ronde (37460)
13788,Cerelles,37390,47.503,0.685,Cerelles (37390)
13789,Chambon,37290,46.838,0.826,Chambon (37290)
13790,Chambourg-sur-Indre,37310,47.172,0.969,Chambourg-sur-Indre (37310)
13791,Chambray-lès-Tours,37170,47.331,0.717,Chambray-lès-Tours (37170)
13792,Champigny-sur-Veude,37120,47.057,0.328,Champigny-sur-Veude (37120)
13793,Chançay,37210,47.45,0.881,Chançay (37210)
13794,Chanceaux-près-Loches,37600,47.141,0.94,Chanceaux-près-Loches (37600)
13795,Chanceaux-sur-Choisille,37390,47.478,0.703,Chanceaux-sur-Choisille (37390)
13796,Channay-sur-Lathan,37330,47.478,0.253,Channay-sur-Lathan (37330)
13797,La Chapelle-aux-Naux,37130,47.313,0.418,La Chapelle-aux-Naux (37130)
13798,La Chapelle-Blanche-Saint-Martin,37240,47.084,0.785,La Chapelle-Blanche-Saint-Martin (37240)
13799,La Chapelle-sur-Loire,37140,47.251,0.215,La Chapelle-sur-Loire (37140)
13800,Charentilly,37390,47.469,0.595,Charentilly (37390)
13801,Chargé,37530,47.432,1.041,Chargé (37530)
13802,Charnizay,37290,46.916,0.991,Charnizay (37290)
13803,Château-la-Vallière,37330,47.527,0.33,Château-la-Vallière (37330)
13804,Château-Renault,37110,47.592,0.91,Château-Renault (37110)
13805,Chaumussay,37350,46.876,0.852,Chaumussay (37350)
13806,Chaveignes,37120,47.024,0.352,Chaveignes (37120)
13807,Chédigny,37310,47.222,0.992,Chédigny (37310)
13808,Cheillé,37190,47.24,0.423,Cheillé (37190)
13809,Chemillé-sur-Dême,37370,47.659,0.668,Chemillé-sur-Dême (37370)
13810,Chemillé-sur-Indrois,37460,47.154,1.159,Chemillé-sur-Indrois (37460)
13811,Chenonceaux,37150,47.34,1.07,Chenonceaux (37150)
13812,Chezelles,37220,47.067,0.44,Chezelles (37220)
13813,Chinon,37500,47.172,0.245,Chinon (37500)
13814,Chisseaux,37150,47.349,1.096,Chisseaux (37150)
13815,Chouzé-sur-Loire,37140,47.246,0.109,Chouzé-sur-Loire (37140)
13816,Cigogné,37310,47.266,0.943,Cigogné (37310)
13817,Cinais,37500,47.158,0.176,Cinais (37500)
13818,Cinq-Mars-la-Pile,37130,47.354,0.453,Cinq-Mars-la-Pile (37130)
13819,Ciran,37240,47.052,0.873,Ciran (37240)
13820,Civray-de-Touraine,37150,47.34,1.041,Civray-de-Touraine (37150)
13821,Civray-sur-Esves,37160,47.036,0.713,Civray-sur-Esves (37160)
13822,Cléré-les-Pins,37340,47.446,0.379,Cléré-les-Pins (37340)
13823,Continvoir,37340,47.368,0.236,Continvoir (37340)
13824,Cormery,37320,47.259,0.846,Cormery (37320)
13825,Couesmes,37330,47.554,0.36,Couesmes (37330)
13826,Courçay,37310,47.25,0.884,Courçay (37310)
13827,Courcelles-de-Touraine,37330,47.489,0.333,Courcelles-de-Touraine (37330)
13828,Courcoué,37120,47.03,0.4,Courcoué (37120)
13829,Couziers,37500,47.168,0.077,Couziers (37500)
13830,Cravant-les-Côteaux,37500,47.169,0.342,Cravant-les-Côteaux (37500)
13831,Crissay-sur-Manse,37220,47.166,0.494,Crissay-sur-Manse (37220)
13832,La Croix-en-Touraine,37150,47.349,0.992,La Croix-en-Touraine (37150)
13833,Crotelles,37380,47.538,0.823,Crotelles (37380)
13834,Crouzilles,37220,47.131,0.469,Crouzilles (37220)
13835,Cussay,37240,47.019,0.769,Cussay (37240)
13836,Dame-Marie-les-Bois,37110,47.55,1.047,Dame-Marie-les-Bois (37110)
13837,Dierre,37150,47.354,0.956,Dierre (37150)
13838,Dolus-le-Sec,37310,47.165,0.89,Dolus-le-Sec (37310)
13839,Draché,37800,47.067,0.634,Draché (37800)
13840,Druye,37190,47.297,0.534,Druye (37190)
13841,Épeigné-les-Bois,37150,47.276,1.124,Épeigné-les-Bois (37150)
13842,Épeigné-sur-Dême,37370,47.676,0.618,Épeigné-sur-Dême (37370)
13843,Esves-le-Moutier,37240,47.032,0.904,Esves-le-Moutier (37240)
13844,Esvres,37320,47.293,0.791,Esvres (37320)
13845,Faye-la-Vineuse,37120,46.953,0.343,Faye-la-Vineuse (37120)
13846,La Ferrière,37110,47.624,0.756,La Ferrière (37110)
13847,Ferrière-Larçon,37350,46.996,0.874,Ferrière-Larçon (37350)
13848,Ferrière-sur-Beaulieu,37600,47.145,1.048,Ferrière-sur-Beaulieu (37600)
13849,Fondettes,37230,47.411,0.603,Fondettes (37230)
13850,Francueil,37150,47.31,1.078,Francueil (37150)
13851,Genillé,37460,47.185,1.109,Genillé (37460)
13852,Gizeux,37340,47.39,0.188,Gizeux (37340)
13853,Le Grand-Pressigny,37350,46.918,0.816,Le Grand-Pressigny (37350)
13854,La Guerche,37350,46.894,0.725,La Guerche (37350)
13855,Descartes,37160,46.994,0.697,Descartes (37160)
13856,Les Hermites,37110,47.669,0.76,Les Hermites (37110)
13857,Hommes,37340,47.423,0.283,Hommes (37340)
13858,Huismes,37420,47.227,0.255,Huismes (37420)
13859,L'Île-Bouchard,37220,47.123,0.423,L'Île-Bouchard (37220)
13860,Jaulnay,37120,46.955,0.422,Jaulnay (37120)
13861,Joué-lès-Tours,37300,47.334,0.654,Joué-lès-Tours (37300)
13862,Langeais,37130,47.35,0.368,Langeais (37130)
13863,Larçay,37270,47.353,0.776,Larçay (37270)
13864,Lémeré,37120,47.094,0.335,Lémeré (37120)
13865,Lerné,37500,47.14,0.111,Lerné (37500)
13866,Le Liège,37460,47.229,1.109,Le Liège (37460)
13867,Lignières-de-Touraine,37130,47.295,0.417,Lignières-de-Touraine (37130)
13868,Ligré,37500,47.109,0.272,Ligré (37500)
13869,Ligueil,37240,47.042,0.817,Ligueil (37240)
13870,Limeray,37530,47.455,1.031,Limeray (37530)
13871,Loches,37600,47.12,0.974,Loches (37600)
13872,Loché-sur-Indrois,37460,47.084,1.204,Loché-sur-Indrois (37460)
13873,Louans,37320,47.18,0.74,Louans (37320)
13874,Le Louroux,37240,47.156,0.762,Le Louroux (37240)
13875,Lublé,37330,47.527,0.256,Lublé (37330)
13876,Lussault-sur-Loire,37400,47.39,0.92,Lussault-sur-Loire (37400)
13877,Luynes,37230,47.412,0.542,Luynes (37230)
13878,Luzé,37120,47.015,0.469,Luzé (37120)
13879,Luzillé,37150,47.265,1.063,Luzillé (37150)
13880,Maillé,37800,47.052,0.587,Maillé (37800)
13881,Manthelan,37240,47.136,0.822,Manthelan (37240)
13882,Marçay,37500,47.083,0.21,Marçay (37500)
13883,Marcé-sur-Esves,37160,47.03,0.66,Marcé-sur-Esves (37160)
13884,Marcilly-sur-Maulne,37330,47.548,0.225,Marcilly-sur-Maulne (37330)
13885,Marcilly-sur-Vienne,37800,47.046,0.528,Marcilly-sur-Vienne (37800)
13886,Marigny-Marmande,37120,46.977,0.481,Marigny-Marmande (37120)
13887,Marray,37370,47.624,0.704,Marray (37370)
13888,Mazières-de-Touraine,37130,47.391,0.43,Mazières-de-Touraine (37130)
13889,La Membrolle-sur-Choisille,37390,47.445,0.624,La Membrolle-sur-Choisille (37390)
13890,Mettray,37390,47.454,0.66,Mettray (37390)
13891,Monnaie,37380,47.498,0.786,Monnaie (37380)
13892,Montbazon,37250,47.284,0.707,Montbazon (37250)
13893,Monthodon,37110,47.643,0.822,Monthodon (37110)
13894,Montlouis-sur-Loire,37270,47.382,0.841,Montlouis-sur-Loire (37270)
13895,Montrésor,37460,47.153,1.202,Montrésor (37460)
13896,Montreuil-en-Touraine,37530,47.488,0.952,Montreuil-en-Touraine (37530)
13897,Monts,37260,47.278,0.646,Monts (37260)
13898,Morand,37110,47.564,1.008,Morand (37110)
13899,Mosnes,37530,47.446,1.098,Mosnes (37530)
13900,Mouzay,37600,47.104,0.9,Mouzay (37600)
13901,Nazelles-Négron,37530,47.432,0.947,Nazelles-Négron (37530)
13902,Neuil,37190,47.184,0.529,Neuil (37190)
13903,Neuillé-le-Lierre,37380,47.512,0.916,Neuillé-le-Lierre (37380)
13904,Neuillé-Pont-Pierre,37360,47.55,0.55,Neuillé-Pont-Pierre (37360)
13905,Neuilly-le-Brignon,37160,46.971,0.782,Neuilly-le-Brignon (37160)
13906,Neuville-sur-Brenne,37110,47.615,0.917,Neuville-sur-Brenne (37110)
13907,Neuvy-le-Roi,37370,47.604,0.59,Neuvy-le-Roi (37370)
13908,Noizay,37210,47.417,0.897,Noizay (37210)
13909,Notre-Dame-d'Oé,37390,47.454,0.709,Notre-Dame-d'Oé (37390)
13910,Nouans-les-Fontaines,37460,47.133,1.311,Nouans-les-Fontaines (37460)
13911,Nouâtre,37800,47.033,0.561,Nouâtre (37800)
13912,Nouzilly,37380,47.537,0.74,Nouzilly (37380)
13913,Noyant-de-Touraine,37800,47.102,0.568,Noyant-de-Touraine (37800)
13914,Orbigny,37460,47.215,1.257,Orbigny (37460)
13915,Panzoult,37220,47.164,0.407,Panzoult (37220)
13916,Parçay-Meslay,37210,47.452,0.743,Parçay-Meslay (37210)
13917,Parçay-sur-Vienne,37220,47.092,0.48,Parçay-sur-Vienne (37220)
13918,Paulmy,37350,46.981,0.827,Paulmy (37350)
13919,Pernay,37230,47.454,0.518,Pernay (37230)
13920,Perrusson,37600,47.093,1.008,Perrusson (37600)
13921,Le Petit-Pressigny,37350,46.91,0.917,Le Petit-Pressigny (37350)
13922,Pocé-sur-Cisse,37530,47.444,0.987,Pocé-sur-Cisse (37530)
13923,Pont-de-Ruan,37260,47.265,0.564,Pont-de-Ruan (37260)
13924,Ports-sur-Vienne,37800,47.014,0.538,Ports-sur-Vienne (37800)
13925,Pouzay,37800,47.082,0.547,Pouzay (37800)
13926,Preuilly-sur-Claise,37290,46.85,0.931,Preuilly-sur-Claise (37290)
13927,Pussigny,37800,46.99,0.549,Pussigny (37800)
13928,Razines,37120,46.975,0.395,Razines (37120)
13929,Reignac-sur-Indre,37310,47.223,0.916,Reignac-sur-Indre (37310)
13930,Restigné,37140,47.287,0.236,Restigné (37140)
13931,Reugny,37380,47.486,0.872,Reugny (37380)
13932,La Riche,37520,47.381,0.638,La Riche (37520)
13933,Richelieu,37120,47.014,0.316,Richelieu (37120)
13934,Rigny-Ussé,37420,47.251,0.305,Rigny-Ussé (37420)
13935,Rillé,37340,47.446,0.219,Rillé (37340)
13936,Rilly-sur-Vienne,37220,47.056,0.499,Rilly-sur-Vienne (37220)
13937,Rivarennes,37190,47.251,0.362,Rivarennes (37190)
13938,Rivière,37500,47.145,0.266,Rivière (37500)
13939,La Roche-Clermault,37500,47.128,0.214,La Roche-Clermault (37500)
13940,Rochecorbon,37210,47.43,0.761,Rochecorbon (37210)
13941,Rouziers-de-Touraine,37360,47.531,0.647,Rouziers-de-Touraine (37360)
13942,Saché,37190,47.237,0.538,Saché (37190)
13943,Saint-Antoine-du-Rocher,37360,47.496,0.631,Saint-Antoine-du-Rocher (37360)
13944,Saint-Aubin-le-Dépeint,37370,47.618,0.397,Saint-Aubin-le-Dépeint (37370)
13945,Saint-Avertin,37550,47.357,0.738,Saint-Avertin (37550)
13946,Saint-Benoît-la-Forêt,37500,47.213,0.322,Saint-Benoît-la-Forêt (37500)
13947,Saint-Branchs,37320,47.224,0.758,Saint-Branchs (37320)
13948,Sainte-Catherine-de-Fierbois,37800,47.157,0.677,Sainte-Catherine-de-Fierbois (37800)
13949,Saint-Christophe-sur-le-Nais,37370,47.624,0.473,Saint-Christophe-sur-le-Nais (37370)
13950,Saint-Cyr-sur-Loire,37540,47.419,0.658,Saint-Cyr-sur-Loire (37540)
13951,Saint-Épain,37800,47.153,0.579,Saint-Épain (37800)
13952,Saint-Étienne-de-Chigny,37230,47.393,0.499,Saint-Étienne-de-Chigny (37230)
13953,Saint-Flovier,37600,46.971,1.021,Saint-Flovier (37600)
13954,Saint-Genouph,37510,47.372,0.589,Saint-Genouph (37510)
13955,Saint-Germain-sur-Vienne,37500,47.181,0.11,Saint-Germain-sur-Vienne (37500)
13956,Saint-Hippolyte,37600,47.058,1.133,Saint-Hippolyte (37600)
13957,Saint-Jean-Saint-Germain,37600,47.085,1.055,Saint-Jean-Saint-Germain (37600)
13958,Saint-Laurent-de-Lin,37330,47.513,0.272,Saint-Laurent-de-Lin (37330)
13959,Saint-Laurent-en-Gâtines,37380,47.585,0.771,Saint-Laurent-en-Gâtines (37380)
13960,Saint-Martin-le-Beau,37270,47.361,0.91,Saint-Martin-le-Beau (37270)
13961,Sainte-Maure-de-Touraine,37800,47.115,0.639,Sainte-Maure-de-Touraine (37800)
13962,Saint-Nicolas-de-Bourgueil,37140,47.296,0.13,Saint-Nicolas-de-Bourgueil (37140)
13963,Saint-Nicolas-des-Motets,37110,47.584,1.034,Saint-Nicolas-des-Motets (37110)
13964,Saint-Ouen-les-Vignes,37530,47.479,1.002,Saint-Ouen-les-Vignes (37530)
13965,Saint-Paterne-Racan,37370,47.582,0.467,Saint-Paterne-Racan (37370)
13966,Coteaux-sur-Loire,37130,47.291,0.301,Coteaux-sur-Loire (37130)
13967,Saint-Pierre-des-Corps,37700,47.388,0.738,Saint-Pierre-des-Corps (37700)
13968,Saint-Quentin-sur-Indrois,37310,47.209,1.037,Saint-Quentin-sur-Indrois (37310)
13969,Saint-Règle,37530,47.41,1.041,Saint-Règle (37530)
13970,Saint-Roch,37390,47.446,0.574,Saint-Roch (37390)
13971,Saint-Senoch,37600,47.056,0.953,Saint-Senoch (37600)
13972,Saunay,37110,47.599,0.959,Saunay (37110)
13973,Savigné-sur-Lathan,37340,47.45,0.327,Savigné-sur-Lathan (37340)
13974,Savigny-en-Véron,37420,47.211,0.13,Savigny-en-Véron (37420)
13975,Savonnières,37510,47.346,0.559,Savonnières (37510)
13976,Sazilly,37220,47.126,0.35,Sazilly (37220)
13977,Semblançay,37360,47.503,0.565,Semblançay (37360)
13978,Sennevières,37600,47.113,1.106,Sennevières (37600)
13979,Sepmes,37800,47.081,0.684,Sepmes (37800)
13980,Seuilly,37500,47.127,0.161,Seuilly (37500)
13981,Sonzay,37360,47.513,0.477,Sonzay (37360)
13982,Sorigny,37250,47.231,0.687,Sorigny (37250)
13983,Souvigné,37330,47.515,0.403,Souvigné (37330)
13984,Souvigny-de-Touraine,37530,47.398,1.084,Souvigny-de-Touraine (37530)
13985,Sublaines,37310,47.27,0.99,Sublaines (37310)
13986,Tauxigny-Saint-Bauld,37310,47.208,0.83,Tauxigny-Saint-Bauld (37310)
13987,Tavant,37220,47.118,0.386,Tavant (37220)
13988,Theneuil,37220,47.1,0.434,Theneuil (37220)
13989,Thilouze,37260,47.22,0.601,Thilouze (37260)
13990,Thizay,37500,47.164,0.142,Thizay (37500)
13991,Tournon-Saint-Pierre,37290,46.761,0.947,Tournon-Saint-Pierre (37290)
13992,La Tour-Saint-Gelin,37120,47.062,0.396,La Tour-Saint-Gelin (37120)
13993,Tours,37100,47.399,0.696,Tours (37100)
13994,Trogues,37220,47.111,0.511,Trogues (37220)
13995,Truyes,37320,47.286,0.852,Truyes (37320)
13996,Vallères,37190,47.307,0.474,Vallères (37190)
13997,Varennes,37600,47.071,0.913,Varennes (37600)
13998,Veigné,37250,47.289,0.73,Veigné (37250)
13999,Véretz,37270,47.352,0.81,Véretz (37270)
14000,Verneuil-le-Château,37120,47.042,0.457,Verneuil-le-Château (37120)
14001,Verneuil-sur-Indre,37600,47.036,1.034,Verneuil-sur-Indre (37600)
14002,Vernou-sur-Brenne,37210,47.436,0.84,Vernou-sur-Brenne (37210)
14003,Villaines-les-Rochers,37190,47.22,0.496,Villaines-les-Rochers (37190)
14004,Villandry,37510,47.331,0.5,Villandry (37510)
14005,La Ville-aux-Dames,37700,47.392,0.774,La Ville-aux-Dames (37700)
14006,Villebourg,37370,47.637,0.523,Villebourg (37370)
14007,Villedômain,37460,47.044,1.254,Villedômain (37460)
14008,Villedômer,37110,47.551,0.87,Villedômer (37110)
14009,Villeloin-Coulangé,37460,47.135,1.236,Villeloin-Coulangé (37460)
14010,Villeperdue,37260,47.197,0.638,Villeperdue (37260)
14011,Villiers-au-Bouin,37330,47.583,0.283,Villiers-au-Bouin (37330)
14012,Vou,37240,47.094,0.847,Vou (37240)
14013,Vouvray,37210,47.427,0.804,Vouvray (37210)
14014,Yzeures-sur-Creuse,37290,46.79,0.876,Yzeures-sur-Creuse (37290)
14015,Les Abrets en Dauphiné,38490,45.542,5.593,Les Abrets en Dauphiné (38490)
14016,Les Adrets,38190,45.259,5.992,Les Adrets (38190)
14017,Agnin,38150,45.337,4.86,Agnin (38150)
14018,L'Albenc,38470,45.219,5.458,L'Albenc (38470)
14019,Allemond,38114,45.171,6.018,Allemond (38114)
14020,Allevard,38580,45.38,6.114,Allevard (38580)
14021,Ambel,38970,44.8,5.933,Ambel (38970)
14022,Anjou,38150,45.349,4.883,Anjou (38150)
14023,Annoisin-Chatelans,38460,45.761,5.292,Annoisin-Chatelans (38460)
14024,Anthon,38280,45.785,5.154,Anthon (38280)
14025,Aoste,38490,45.598,5.613,Aoste (38490)
14026,Apprieu,38140,45.397,5.496,Apprieu (38140)
14027,Artas,38440,45.537,5.167,Artas (38440)
14028,Assieu,38150,45.41,4.877,Assieu (38150)
14029,Auberives-en-Royans,38680,45.065,5.311,Auberives-en-Royans (38680)
14030,Auberives-sur-Varèze,38550,45.426,4.819,Auberives-sur-Varèze (38550)
14031,Auris,38142,45.052,6.084,Auris (38142)
14032,Les Avenières Veyrins-Thuellin,38630,45.643,5.57,Les Avenières Veyrins-Thuellin (38630)
14033,Avignonet,38650,44.958,5.674,Avignonet (38650)
14034,La Balme-les-Grottes,38390,45.842,5.32,La Balme-les-Grottes (38390)
14035,Barraux,38530,45.436,5.98,Barraux (38530)
14036,La Bâtie-Montgascon,38110,45.576,5.541,La Bâtie-Montgascon (38110)
14037,Beaucroissant,38140,45.343,5.468,Beaucroissant (38140)
14038,Beaufin,38970,44.787,5.959,Beaufin (38970)
14039,Beaufort,38270,45.329,5.116,Beaufort (38270)
14040,Beaulieu,38470,45.191,5.397,Beaulieu (38470)
14041,Beaurepaire,38270,45.336,5.044,Beaurepaire (38270)
14042,Beauvoir-de-Marc,38440,45.52,5.08,Beauvoir-de-Marc (38440)
14043,Beauvoir-en-Royans,38160,45.117,5.35,Beauvoir-en-Royans (38160)
14044,Bellegarde-Poussieu,38270,45.378,4.951,Bellegarde-Poussieu (38270)
14045,Belmont,38690,45.474,5.364,Belmont (38690)
14046,Bernin,38190,45.265,5.864,Bernin (38190)
14047,Besse,38142,45.104,6.209,Besse (38142)
14048,Bessins,38160,45.205,5.264,Bessins (38160)
14049,Bévenais,38690,45.394,5.393,Bévenais (38690)
14050,Bilieu,38850,45.446,5.551,Bilieu (38850)
14051,Biol,38690,45.496,5.369,Biol (38690)
14052,Biviers,38330,45.243,5.798,Biviers (38330)
14053,Bizonnes,38690,45.447,5.379,Bizonnes (38690)
14054,Blandin,38730,45.48,5.447,Blandin (38730)
14055,Bonnefamille,38090,45.601,5.114,Bonnefamille (38090)
14056,Bossieu,38260,45.418,5.148,Bossieu (38260)
14057,Le Bouchage,38510,45.67,5.523,Le Bouchage (38510)
14058,Bougé-Chambalud,38150,45.32,4.892,Bougé-Chambalud (38150)
14059,Le Bourg-d'Oisans,38520,45.034,6.033,Le Bourg-d'Oisans (38520)
14060,Bourgoin-Jallieu,38300,45.602,5.274,Bourgoin-Jallieu (38300)
14061,Bouvesse-Quirieu,38390,45.784,5.415,Bouvesse-Quirieu (38390)
14062,Brangues,38510,45.696,5.537,Brangues (38510)
14063,Bressieux,38870,45.322,5.278,Bressieux (38870)
14064,Bresson,38320,45.134,5.751,Bresson (38320)
14065,Brézins,38590,45.346,5.308,Brézins (38590)
14066,Brié-et-Angonnes,38320,45.123,5.779,Brié-et-Angonnes (38320)
14067,Brion,38590,45.292,5.34,Brion (38590)
14068,La Buisse,38500,45.331,5.624,La Buisse (38500)
14069,La Buissière,38530,45.409,5.986,La Buissière (38530)
14070,Burcin,38690,45.433,5.448,Burcin (38690)
14071,Cessieu,38110,45.569,5.376,Cessieu (38110)
14072,Châbons,38690,45.448,5.426,Châbons (38690)
14073,Chalon,38122,45.452,4.938,Chalon (38122)
14074,Chamagnieu,38460,45.688,5.167,Chamagnieu (38460)
14075,Champagnier,38800,45.111,5.721,Champagnier (38800)
14076,Champier,38260,45.458,5.292,Champier (38260)
14077,Le Champ-près-Froges,38190,45.282,5.939,Le Champ-près-Froges (38190)
14078,Champ-sur-Drac,38560,45.069,5.728,Champ-sur-Drac (38560)
14079,Chanas,38150,45.318,4.831,Chanas (38150)
14080,Chantepérier,38740,44.986,5.976,Chantepérier (38740)
14081,Chantesse,38470,45.246,5.447,Chantesse (38470)
14082,Chapareillan,38530,45.462,5.958,Chapareillan (38530)
14083,La Chapelle-de-la-Tour,38110,45.589,5.471,La Chapelle-de-la-Tour (38110)
14084,La Chapelle-de-Surieu,38150,45.394,4.916,La Chapelle-de-Surieu (38150)
14085,La Chapelle-du-Bard,38580,45.403,6.138,La Chapelle-du-Bard (38580)
14086,Charancieu,38490,45.52,5.579,Charancieu (38490)
14087,Charantonnay,38790,45.538,5.116,Charantonnay (38790)
14088,Charavines,38850,45.428,5.518,Charavines (38850)
14089,Charette,38390,45.805,5.362,Charette (38390)
14090,Charnècles,38140,45.342,5.527,Charnècles (38140)
14091,Charvieu-Chavagneux,38230,45.74,5.151,Charvieu-Chavagneux (38230)
14092,Chasselay,38470,45.261,5.342,Chasselay (38470)
14093,Chasse-sur-Rhône,38670,45.58,4.814,Chasse-sur-Rhône (38670)
14094,Chassignieu,38730,45.501,5.513,Chassignieu (38730)
14095,Château-Bernard,38650,44.982,5.563,Château-Bernard (38650)
14096,Châteauvilain,38300,45.514,5.33,Châteauvilain (38300)
14097,Châtelus,38680,45.054,5.39,Châtelus (38680)
14098,Châtenay,38980,45.33,5.229,Châtenay (38980)
14099,Châtonnay,38440,45.477,5.222,Châtonnay (38440)
14100,Chatte,38160,45.14,5.28,Chatte (38160)
14101,Chavanoz,38230,45.769,5.173,Chavanoz (38230)
14102,Chélieu,38730,45.508,5.48,Chélieu (38730)
14103,Chevrières,38160,45.192,5.293,Chevrières (38160)
14104,Le Cheylas,38570,45.381,5.999,Le Cheylas (38570)
14105,Cheyssieu,38550,45.426,4.843,Cheyssieu (38550)
14106,Chèzeneuve,38300,45.561,5.217,Chèzeneuve (38300)
14107,Chichilianne,38930,44.808,5.539,Chichilianne (38930)
14108,Chimilin,38490,45.573,5.59,Chimilin (38490)
14109,Chirens,38850,45.417,5.557,Chirens (38850)
14110,Cholonge,38220,45.01,5.8,Cholonge (38220)
14111,Chonas-l'Amballan,38121,45.464,4.803,Chonas-l'Amballan (38121)
14112,Choranche,38680,45.071,5.394,Choranche (38680)
14113,Chozeau,38460,45.7,5.21,Chozeau (38460)
14114,Chuzelles,38200,45.576,4.878,Chuzelles (38200)
14115,Claix,38640,45.122,5.657,Claix (38640)
14116,Clavans-en-Haut-Oisans,38142,45.118,6.162,Clavans-en-Haut-Oisans (38142)
14117,Clelles,38930,44.825,5.629,Clelles (38930)
14118,Clonas-sur-Varèze,38550,45.415,4.792,Clonas-sur-Varèze (38550)
14119,Saint-Martin-de-la-Cluze,38650,44.99,5.661,Saint-Martin-de-la-Cluze (38650)
14120,Cognet,38350,44.881,5.776,Cognet (38350)
14121,Cognin-les-Gorges,38470,45.171,5.418,Cognin-les-Gorges (38470)
14122,Colombe,38690,45.394,5.449,Colombe (38690)
14123,La Combe-de-Lancey,38190,45.198,5.919,La Combe-de-Lancey (38190)
14124,Corbelin,38630,45.602,5.553,Corbelin (38630)
14125,Corenc,38700,45.227,5.758,Corenc (38700)
14126,Cornillon-en-Trièves,38710,44.835,5.704,Cornillon-en-Trièves (38710)
14127,Corps,38970,44.82,5.942,Corps (38970)
14128,Corrençon-en-Vercors,38250,45.012,5.518,Corrençon-en-Vercors (38250)
14129,La Côte-Saint-André,38260,45.383,5.261,La Côte-Saint-André (38260)
14130,Les Côtes-d'Arey,38138,45.457,4.879,Les Côtes-d'Arey (38138)
14131,Les Côtes-de-Corps,38970,44.841,5.931,Les Côtes-de-Corps (38970)
14132,Coublevie,38500,45.357,5.618,Coublevie (38500)
14133,Cour-et-Buis,38122,45.44,5.019,Cour-et-Buis (38122)
14134,Courtenay,38510,45.736,5.392,Courtenay (38510)
14135,Crachier,38300,45.546,5.22,Crachier (38300)
14136,Cras,38210,45.272,5.439,Cras (38210)
14137,Crémieu,38460,45.732,5.258,Crémieu (38460)
14138,Creys-Mépieu,38510,45.744,5.465,Creys-Mépieu (38510)
14139,Crolles,38920,45.282,5.889,Crolles (38920)
