,locality_name,reg_name,dep_name,postal_code,center_latitude,center_longitude,locality
28880,Saint-Étienne-de-Cuines,Auvergne-Rhône-Alpes,Savoie,73130,45.346,6.26,"Saint-Étienne-de-Cuines (73130), Auvergne-Rhône-Alpes"
28881,Sainte-Foy-Tarentaise,Auvergne-Rhône-Alpes,Savoie,73640,45.584,6.941,"Sainte-Foy-Tarentaise (73640), Auvergne-Rhône-Alpes"
28882,Saint-Franc,Auvergne-Rhône-Alpes,Savoie,73360,45.49,5.743,"Saint-Franc (73360), Auvergne-Rhône-Alpes"
28883,Saint-François-de-Sales,Auvergne-Rhône-Alpes,Savoie,73340,45.683,6.037,"Saint-François-de-Sales (73340), Auvergne-Rhône-Alpes"
28884,Saint François Longchamp,Auvergne-Rhône-Alpes,Savoie,73130,45.412,6.374,"Saint François Longchamp (73130), Auvergne-Rhône-Alpes"
28885,Saint-Genix-les-Villages,Auvergne-Rhône-Alpes,Savoie,73240,45.596,5.656,"Saint-Genix-les-Villages (73240), Auvergne-Rhône-Alpes"
28886,Saint-Georges-d'Hurtières,Auvergne-Rhône-Alpes,Savoie,73220,45.508,6.285,"Saint-Georges-d'Hurtières (73220), Auvergne-Rhône-Alpes"
28887,Sainte-Hélène-du-Lac,Auvergne-Rhône-Alpes,Savoie,73800,45.48,6.055,"Sainte-Hélène-du-Lac (73800), Auvergne-Rhône-Alpes"
28888,Sainte-Hélène-sur-Isère,Auvergne-Rhône-Alpes,Savoie,73460,45.602,6.326,"Sainte-Hélène-sur-Isère (73460), Auvergne-Rhône-Alpes"
28889,Saint-Jean-d'Arves,Auvergne-Rhône-Alpes,Savoie,73530,45.166,6.272,"Saint-Jean-d'Arves (73530), Auvergne-Rhône-Alpes"
28890,Saint-Jean-d'Arvey,Auvergne-Rhône-Alpes,Savoie,73230,45.597,5.991,"Saint-Jean-d'Arvey (73230), Auvergne-Rhône-Alpes"
28891,Saint-Jean-de-Chevelu,Auvergne-Rhône-Alpes,Savoie,73170,45.696,5.826,"Saint-Jean-de-Chevelu (73170), Auvergne-Rhône-Alpes"
28892,Saint-Jean-de-Couz,Auvergne-Rhône-Alpes,Savoie,73160,45.465,5.814,"Saint-Jean-de-Couz (73160), Auvergne-Rhône-Alpes"
28893,Saint-Jean-de-la-Porte,Auvergne-Rhône-Alpes,Savoie,73250,45.559,6.12,"Saint-Jean-de-la-Porte (73250), Auvergne-Rhône-Alpes"
28894,Saint-Jean-de-Maurienne,Auvergne-Rhône-Alpes,Savoie,73300,45.271,6.346,"Saint-Jean-de-Maurienne (73300), Auvergne-Rhône-Alpes"
28895,Saint-Jeoire-Prieuré,Auvergne-Rhône-Alpes,Savoie,73190,45.533,5.989,"Saint-Jeoire-Prieuré (73190), Auvergne-Rhône-Alpes"
28896,Saint-Julien-Mont-Denis,Auvergne-Rhône-Alpes,Savoie,73870,45.28,6.418,"Saint-Julien-Mont-Denis (73870), Auvergne-Rhône-Alpes"
28897,Saint-Léger,Auvergne-Rhône-Alpes,Savoie,73220,45.44,6.264,"Saint-Léger (73220), Auvergne-Rhône-Alpes"
28898,Saint-Marcel,Auvergne-Rhône-Alpes,Savoie,73600,45.498,6.566,"Saint-Marcel (73600), Auvergne-Rhône-Alpes"
28899,Sainte-Marie-d'Alvey,Auvergne-Rhône-Alpes,Savoie,73240,45.594,5.715,"Sainte-Marie-d'Alvey (73240), Auvergne-Rhône-Alpes"
28900,Sainte-Marie-de-Cuines,Auvergne-Rhône-Alpes,Savoie,73130,45.319,6.294,"Sainte-Marie-de-Cuines (73130), Auvergne-Rhône-Alpes"
28901,Saint-Martin-d'Arc,Auvergne-Rhône-Alpes,Savoie,73140,45.207,6.459,"Saint-Martin-d'Arc (73140), Auvergne-Rhône-Alpes"
28902,Les Belleville,Auvergne-Rhône-Alpes,Savoie,73440,45.334,6.517,"Les Belleville (73440), Auvergne-Rhône-Alpes"
28903,Saint-Martin-de-la-Porte,Auvergne-Rhône-Alpes,Savoie,73140,45.264,6.46,"Saint-Martin-de-la-Porte (73140), Auvergne-Rhône-Alpes"
28904,Saint-Martin-sur-la-Chambre,Auvergne-Rhône-Alpes,Savoie,73130,45.372,6.323,"Saint-Martin-sur-la-Chambre (73130), Auvergne-Rhône-Alpes"
28905,Saint-Michel-de-Maurienne,Auvergne-Rhône-Alpes,Savoie,73140,45.238,6.493,"Saint-Michel-de-Maurienne (73140), Auvergne-Rhône-Alpes"
28906,Saint-Nicolas-la-Chapelle,Auvergne-Rhône-Alpes,Savoie,73590,45.824,6.479,"Saint-Nicolas-la-Chapelle (73590), Auvergne-Rhône-Alpes"
28907,Saint-Offenge,Auvergne-Rhône-Alpes,Savoie,73100,45.739,6.01,"Saint-Offenge (73100), Auvergne-Rhône-Alpes"
28908,Saint-Ours,Auvergne-Rhône-Alpes,Savoie,73410,45.756,5.981,"Saint-Ours (73410), Auvergne-Rhône-Alpes"
28909,Saint-Pancrace,Auvergne-Rhône-Alpes,Savoie,73300,45.266,6.301,"Saint-Pancrace (73300), Auvergne-Rhône-Alpes"
28910,Saint-Paul-sur-Isère,Auvergne-Rhône-Alpes,Savoie,73730,45.587,6.407,"Saint-Paul-sur-Isère (73730), Auvergne-Rhône-Alpes"
28911,Saint-Paul-sur-Yenne,Auvergne-Rhône-Alpes,Savoie,73170,45.673,5.792,"Saint-Paul-sur-Yenne (73170), Auvergne-Rhône-Alpes"
28912,Saint-Pierre-d'Albigny,Auvergne-Rhône-Alpes,Savoie,73250,45.576,6.16,"Saint-Pierre-d'Albigny (73250), Auvergne-Rhône-Alpes"
28913,Saint-Pierre-d'Alvey,Auvergne-Rhône-Alpes,Savoie,73170,45.626,5.739,"Saint-Pierre-d'Alvey (73170), Auvergne-Rhône-Alpes"
28914,Saint-Pierre-de-Belleville,Auvergne-Rhône-Alpes,Savoie,73220,45.454,6.259,"Saint-Pierre-de-Belleville (73220), Auvergne-Rhône-Alpes"
28915,Saint-Pierre-de-Curtille,Auvergne-Rhône-Alpes,Savoie,73310,45.766,5.829,"Saint-Pierre-de-Curtille (73310), Auvergne-Rhône-Alpes"
28916,Saint-Pierre-d'Entremont,Auvergne-Rhône-Alpes,Savoie,73670,45.418,5.88,"Saint-Pierre-d'Entremont (73670), Auvergne-Rhône-Alpes"
28917,Saint-Pierre-de-Genebroz,Auvergne-Rhône-Alpes,Savoie,73360,45.461,5.759,"Saint-Pierre-de-Genebroz (73360), Auvergne-Rhône-Alpes"
28918,Saint-Pierre-de-Soucy,Auvergne-Rhône-Alpes,Savoie,73800,45.488,6.105,"Saint-Pierre-de-Soucy (73800), Auvergne-Rhône-Alpes"
28919,Sainte-Reine,Auvergne-Rhône-Alpes,Savoie,73630,45.607,6.143,"Sainte-Reine (73630), Auvergne-Rhône-Alpes"
28920,Saint-Rémy-de-Maurienne,Auvergne-Rhône-Alpes,Savoie,73660,45.388,6.238,"Saint-Rémy-de-Maurienne (73660), Auvergne-Rhône-Alpes"
28921,Saint-Sorlin-d'Arves,Auvergne-Rhône-Alpes,Savoie,73530,45.201,6.202,"Saint-Sorlin-d'Arves (73530), Auvergne-Rhône-Alpes"
28922,Saint-Sulpice,Auvergne-Rhône-Alpes,Savoie,73160,45.564,5.845,"Saint-Sulpice (73160), Auvergne-Rhône-Alpes"
28923,Saint-Thibaud-de-Couz,Auvergne-Rhône-Alpes,Savoie,73160,45.494,5.832,"Saint-Thibaud-de-Couz (73160), Auvergne-Rhône-Alpes"
28924,Saint-Vital,Auvergne-Rhône-Alpes,Savoie,73460,45.626,6.3,"Saint-Vital (73460), Auvergne-Rhône-Alpes"
28925,Salins-Fontaine,Auvergne-Rhône-Alpes,Savoie,73600,45.472,6.53,"Salins-Fontaine (73600), Auvergne-Rhône-Alpes"
28926,Séez,Auvergne-Rhône-Alpes,Savoie,73700,45.648,6.836,"Séez (73700), Auvergne-Rhône-Alpes"
28927,Serrières-en-Chautagne,Auvergne-Rhône-Alpes,Savoie,73310,45.881,5.843,"Serrières-en-Chautagne (73310), Auvergne-Rhône-Alpes"
28928,Sonnaz,Auvergne-Rhône-Alpes,Savoie,73000,45.62,5.917,"Sonnaz (73000), Auvergne-Rhône-Alpes"
28929,La Table,Auvergne-Rhône-Alpes,Savoie,73110,45.472,6.186,"La Table (73110), Auvergne-Rhône-Alpes"
28930,Val-Cenis,Auvergne-Rhône-Alpes,Savoie,73480,45.344,6.848,"Val-Cenis (73480), Auvergne-Rhône-Alpes"
28931,Thénésol,Auvergne-Rhône-Alpes,Savoie,73200,45.718,6.387,"Thénésol (73200), Auvergne-Rhône-Alpes"
28932,Thoiry,Auvergne-Rhône-Alpes,Savoie,73230,45.599,6.044,"Thoiry (73230), Auvergne-Rhône-Alpes"
28933,La Thuile,Auvergne-Rhône-Alpes,Savoie,73190,45.541,6.056,"La Thuile (73190), Auvergne-Rhône-Alpes"
28934,Tignes,Auvergne-Rhône-Alpes,Savoie,73320,45.482,6.936,"Tignes (73320), Auvergne-Rhône-Alpes"
28935,Tournon,Auvergne-Rhône-Alpes,Savoie,73460,45.638,6.327,"Tournon (73460), Auvergne-Rhône-Alpes"
28936,Tours-en-Savoie,Auvergne-Rhône-Alpes,Savoie,73790,45.666,6.462,"Tours-en-Savoie (73790), Auvergne-Rhône-Alpes"
28937,Traize,Auvergne-Rhône-Alpes,Savoie,73170,45.672,5.737,"Traize (73170), Auvergne-Rhône-Alpes"
28938,Tresserve,Auvergne-Rhône-Alpes,Savoie,73100,45.674,5.89,"Tresserve (73100), Auvergne-Rhône-Alpes"
28939,Trévignin,Auvergne-Rhône-Alpes,Savoie,73100,45.705,5.969,"Trévignin (73100), Auvergne-Rhône-Alpes"
28940,La Trinité,Auvergne-Rhône-Alpes,Savoie,73110,45.504,6.152,"La Trinité (73110), Auvergne-Rhône-Alpes"
28941,Ugine,Auvergne-Rhône-Alpes,Savoie,73400,45.772,6.433,"Ugine (73400), Auvergne-Rhône-Alpes"
28942,Val-d'Isère,Auvergne-Rhône-Alpes,Savoie,73150,45.431,6.998,"Val-d'Isère (73150), Auvergne-Rhône-Alpes"
28943,Valloire,Auvergne-Rhône-Alpes,Savoie,73450,45.123,6.424,"Valloire (73450), Auvergne-Rhône-Alpes"
28944,Valmeinier,Auvergne-Rhône-Alpes,Savoie,73450,45.152,6.508,"Valmeinier (73450), Auvergne-Rhône-Alpes"
28945,Venthon,Auvergne-Rhône-Alpes,Savoie,73200,45.687,6.418,"Venthon (73200), Auvergne-Rhône-Alpes"
28946,Verel-de-Montbel,Auvergne-Rhône-Alpes,Savoie,73330,45.554,5.724,"Verel-de-Montbel (73330), Auvergne-Rhône-Alpes"
28947,Verel-Pragondran,Auvergne-Rhône-Alpes,Savoie,73230,45.621,5.953,"Verel-Pragondran (73230), Auvergne-Rhône-Alpes"
28948,Le Verneil,Auvergne-Rhône-Alpes,Savoie,73110,45.451,6.185,"Le Verneil (73110), Auvergne-Rhône-Alpes"
28949,Verrens-Arvey,Auvergne-Rhône-Alpes,Savoie,73460,45.663,6.29,"Verrens-Arvey (73460), Auvergne-Rhône-Alpes"
28950,Verthemex,Auvergne-Rhône-Alpes,Savoie,73170,45.629,5.798,"Verthemex (73170), Auvergne-Rhône-Alpes"
28951,Villard-d'Héry,Auvergne-Rhône-Alpes,Savoie,73800,45.514,6.139,"Villard-d'Héry (73800), Auvergne-Rhône-Alpes"
28952,Villard-Léger,Auvergne-Rhône-Alpes,Savoie,73390,45.501,6.174,"Villard-Léger (73390), Auvergne-Rhône-Alpes"
28953,Villard-Sallet,Auvergne-Rhône-Alpes,Savoie,73110,45.486,6.135,"Villard-Sallet (73110), Auvergne-Rhône-Alpes"
28954,Villard-sur-Doron,Auvergne-Rhône-Alpes,Savoie,73270,45.728,6.519,"Villard-sur-Doron (73270), Auvergne-Rhône-Alpes"
28955,Villarembert,Auvergne-Rhône-Alpes,Savoie,73300,45.24,6.264,"Villarembert (73300), Auvergne-Rhône-Alpes"
28956,Villargondran,Auvergne-Rhône-Alpes,Savoie,73300,45.253,6.379,"Villargondran (73300), Auvergne-Rhône-Alpes"
28957,Villarodin-Bourget,Auvergne-Rhône-Alpes,Savoie,73500,45.219,6.692,"Villarodin-Bourget (73500), Auvergne-Rhône-Alpes"
28958,Villaroger,Auvergne-Rhône-Alpes,Savoie,73640,45.558,6.869,"Villaroger (73640), Auvergne-Rhône-Alpes"
28959,Villaroux,Auvergne-Rhône-Alpes,Savoie,73110,45.462,6.079,"Villaroux (73110), Auvergne-Rhône-Alpes"
28960,Vimines,Auvergne-Rhône-Alpes,Savoie,73160,45.539,5.85,"Vimines (73160), Auvergne-Rhône-Alpes"
28961,Vions,Auvergne-Rhône-Alpes,Savoie,73310,45.831,5.808,"Vions (73310), Auvergne-Rhône-Alpes"
28962,Viviers-du-Lac,Auvergne-Rhône-Alpes,Savoie,73420,45.65,5.898,"Viviers-du-Lac (73420), Auvergne-Rhône-Alpes"
28963,Voglans,Auvergne-Rhône-Alpes,Savoie,73420,45.627,5.891,"Voglans (73420), Auvergne-Rhône-Alpes"
28964,Yenne,Auvergne-Rhône-Alpes,Savoie,73170,45.702,5.765,"Yenne (73170), Auvergne-Rhône-Alpes"
28965,Abondance,Auvergne-Rhône-Alpes,Haute-Savoie,74360,46.266,6.732,"Abondance (74360), Auvergne-Rhône-Alpes"
28966,Alby-sur-Chéran,Auvergne-Rhône-Alpes,Haute-Savoie,74540,45.816,6.016,"Alby-sur-Chéran (74540), Auvergne-Rhône-Alpes"
28967,Alex,Auvergne-Rhône-Alpes,Haute-Savoie,74290,45.881,6.236,"Alex (74290), Auvergne-Rhône-Alpes"
28968,Allèves,Auvergne-Rhône-Alpes,Haute-Savoie,74540,45.759,6.086,"Allèves (74540), Auvergne-Rhône-Alpes"
28969,Allinges,Auvergne-Rhône-Alpes,Haute-Savoie,74200,46.334,6.465,"Allinges (74200), Auvergne-Rhône-Alpes"
28970,Allonzier-la-Caille,Auvergne-Rhône-Alpes,Haute-Savoie,74350,46.0,6.105,"Allonzier-la-Caille (74350), Auvergne-Rhône-Alpes"
28971,Amancy,Auvergne-Rhône-Alpes,Haute-Savoie,74800,46.073,6.331,"Amancy (74800), Auvergne-Rhône-Alpes"
28972,Ambilly,Auvergne-Rhône-Alpes,Haute-Savoie,74100,46.196,6.224,"Ambilly (74100), Auvergne-Rhône-Alpes"
28973,Andilly,Auvergne-Rhône-Alpes,Haute-Savoie,74350,46.07,6.071,"Andilly (74350), Auvergne-Rhône-Alpes"
28974,Annecy,Auvergne-Rhône-Alpes,Haute-Savoie,74000,45.891,6.126,"Annecy (74000), Auvergne-Rhône-Alpes"
28975,Annemasse,Auvergne-Rhône-Alpes,Haute-Savoie,74100,46.191,6.242,"Annemasse (74100), Auvergne-Rhône-Alpes"
28976,Anthy-sur-Léman,Auvergne-Rhône-Alpes,Haute-Savoie,74200,46.353,6.428,"Anthy-sur-Léman (74200), Auvergne-Rhône-Alpes"
28977,Arâches-la-Frasse,Auvergne-Rhône-Alpes,Haute-Savoie,74300,46.03,6.661,"Arâches-la-Frasse (74300), Auvergne-Rhône-Alpes"
28978,Arbusigny,Auvergne-Rhône-Alpes,Haute-Savoie,74930,46.086,6.207,"Arbusigny (74930), Auvergne-Rhône-Alpes"
28979,Archamps,Auvergne-Rhône-Alpes,Haute-Savoie,74160,46.122,6.14,"Archamps (74160), Auvergne-Rhône-Alpes"
28980,Arenthon,Auvergne-Rhône-Alpes,Haute-Savoie,74800,46.098,6.339,"Arenthon (74800), Auvergne-Rhône-Alpes"
28981,Argonay,Auvergne-Rhône-Alpes,Haute-Savoie,74370,45.947,6.148,"Argonay (74370), Auvergne-Rhône-Alpes"
28982,Armoy,Auvergne-Rhône-Alpes,Haute-Savoie,74200,46.352,6.512,"Armoy (74200), Auvergne-Rhône-Alpes"
28983,Arthaz-Pont-Notre-Dame,Auvergne-Rhône-Alpes,Haute-Savoie,74380,46.161,6.269,"Arthaz-Pont-Notre-Dame (74380), Auvergne-Rhône-Alpes"
28984,Ayse,Auvergne-Rhône-Alpes,Haute-Savoie,74130,46.087,6.446,"Ayse (74130), Auvergne-Rhône-Alpes"
28985,Ballaison,Auvergne-Rhône-Alpes,Haute-Savoie,74140,46.293,6.344,"Ballaison (74140), Auvergne-Rhône-Alpes"
28986,La Balme-de-Sillingy,Auvergne-Rhône-Alpes,Haute-Savoie,74330,45.97,6.045,"La Balme-de-Sillingy (74330), Auvergne-Rhône-Alpes"
28987,La Balme-de-Thuy,Auvergne-Rhône-Alpes,Haute-Savoie,74230,45.91,6.286,"La Balme-de-Thuy (74230), Auvergne-Rhône-Alpes"
28988,Bassy,Auvergne-Rhône-Alpes,Haute-Savoie,74910,45.991,5.828,"Bassy (74910), Auvergne-Rhône-Alpes"
28989,La Baume,Auvergne-Rhône-Alpes,Haute-Savoie,74430,46.284,6.609,"La Baume (74430), Auvergne-Rhône-Alpes"
28990,Beaumont,Auvergne-Rhône-Alpes,Haute-Savoie,74160,46.098,6.121,"Beaumont (74160), Auvergne-Rhône-Alpes"
28991,Bellevaux,Auvergne-Rhône-Alpes,Haute-Savoie,74470,46.228,6.553,"Bellevaux (74470), Auvergne-Rhône-Alpes"
28992,Bernex,Auvergne-Rhône-Alpes,Haute-Savoie,74500,46.357,6.699,"Bernex (74500), Auvergne-Rhône-Alpes"
28993,Le Biot,Auvergne-Rhône-Alpes,Haute-Savoie,74430,46.273,6.64,"Le Biot (74430), Auvergne-Rhône-Alpes"
28994,Bloye,Auvergne-Rhône-Alpes,Haute-Savoie,74150,45.82,5.95,"Bloye (74150), Auvergne-Rhône-Alpes"
28995,Bluffy,Auvergne-Rhône-Alpes,Haute-Savoie,74290,45.866,6.222,"Bluffy (74290), Auvergne-Rhône-Alpes"
28996,Boëge,Auvergne-Rhône-Alpes,Haute-Savoie,74420,46.219,6.385,"Boëge (74420), Auvergne-Rhône-Alpes"
28997,Bogève,Auvergne-Rhône-Alpes,Haute-Savoie,74250,46.194,6.439,"Bogève (74250), Auvergne-Rhône-Alpes"
28998,Bonne,Auvergne-Rhône-Alpes,Haute-Savoie,74380,46.172,6.319,"Bonne (74380), Auvergne-Rhône-Alpes"
28999,Bonnevaux,Auvergne-Rhône-Alpes,Haute-Savoie,74360,46.295,6.666,"Bonnevaux (74360), Auvergne-Rhône-Alpes"
29000,Bonneville,Auvergne-Rhône-Alpes,Haute-Savoie,74130,46.074,6.409,"Bonneville (74130), Auvergne-Rhône-Alpes"
29001,Bons-en-Chablais,Auvergne-Rhône-Alpes,Haute-Savoie,74890,46.263,6.361,"Bons-en-Chablais (74890), Auvergne-Rhône-Alpes"
29002,Bossey,Auvergne-Rhône-Alpes,Haute-Savoie,74160,46.15,6.173,"Bossey (74160), Auvergne-Rhône-Alpes"
29003,Le Bouchet-Mont-Charvin,Auvergne-Rhône-Alpes,Haute-Savoie,74230,45.805,6.384,"Le Bouchet-Mont-Charvin (74230), Auvergne-Rhône-Alpes"
29004,Boussy,Auvergne-Rhône-Alpes,Haute-Savoie,74150,45.851,5.984,"Boussy (74150), Auvergne-Rhône-Alpes"
29005,Brenthonne,Auvergne-Rhône-Alpes,Haute-Savoie,74890,46.269,6.394,"Brenthonne (74890), Auvergne-Rhône-Alpes"
29006,Brizon,Auvergne-Rhône-Alpes,Haute-Savoie,74130,46.035,6.434,"Brizon (74130), Auvergne-Rhône-Alpes"
29007,Burdignin,Auvergne-Rhône-Alpes,Haute-Savoie,74420,46.232,6.426,"Burdignin (74420), Auvergne-Rhône-Alpes"
29008,Cercier,Auvergne-Rhône-Alpes,Haute-Savoie,74350,46.022,6.048,"Cercier (74350), Auvergne-Rhône-Alpes"
29009,Cernex,Auvergne-Rhône-Alpes,Haute-Savoie,74350,46.062,6.039,"Cernex (74350), Auvergne-Rhône-Alpes"
29010,Cervens,Auvergne-Rhône-Alpes,Haute-Savoie,74550,46.281,6.448,"Cervens (74550), Auvergne-Rhône-Alpes"
29011,Chainaz-les-Frasses,Auvergne-Rhône-Alpes,Haute-Savoie,74540,45.778,5.99,"Chainaz-les-Frasses (74540), Auvergne-Rhône-Alpes"
29012,Challonges,Auvergne-Rhône-Alpes,Haute-Savoie,74910,46.022,5.827,"Challonges (74910), Auvergne-Rhône-Alpes"
29013,Chamonix-Mont-Blanc,Auvergne-Rhône-Alpes,Haute-Savoie,74400,45.931,6.924,"Chamonix-Mont-Blanc (74400), Auvergne-Rhône-Alpes"
29014,Champanges,Auvergne-Rhône-Alpes,Haute-Savoie,74500,46.372,6.554,"Champanges (74500), Auvergne-Rhône-Alpes"
29015,La Chapelle-d'Abondance,Auvergne-Rhône-Alpes,Haute-Savoie,74360,46.301,6.793,"La Chapelle-d'Abondance (74360), Auvergne-Rhône-Alpes"
29016,La Chapelle-Rambaud,Auvergne-Rhône-Alpes,Haute-Savoie,74800,46.073,6.239,"La Chapelle-Rambaud (74800), Auvergne-Rhône-Alpes"
29017,La Chapelle-Saint-Maurice,Auvergne-Rhône-Alpes,Haute-Savoie,74410,45.772,6.154,"La Chapelle-Saint-Maurice (74410), Auvergne-Rhône-Alpes"
29018,Chapeiry,Auvergne-Rhône-Alpes,Haute-Savoie,74540,45.839,6.039,"Chapeiry (74540), Auvergne-Rhône-Alpes"
29019,Charvonnex,Auvergne-Rhône-Alpes,Haute-Savoie,74370,45.982,6.158,"Charvonnex (74370), Auvergne-Rhône-Alpes"
29020,Châtel,Auvergne-Rhône-Alpes,Haute-Savoie,74390,46.249,6.817,"Châtel (74390), Auvergne-Rhône-Alpes"
29021,Châtillon-sur-Cluses,Auvergne-Rhône-Alpes,Haute-Savoie,74300,46.089,6.578,"Châtillon-sur-Cluses (74300), Auvergne-Rhône-Alpes"
29022,Chaumont,Auvergne-Rhône-Alpes,Haute-Savoie,74270,46.045,5.945,"Chaumont (74270), Auvergne-Rhône-Alpes"
29023,Chavannaz,Auvergne-Rhône-Alpes,Haute-Savoie,74270,46.05,6.016,"Chavannaz (74270), Auvergne-Rhône-Alpes"
29024,Chavanod,Auvergne-Rhône-Alpes,Haute-Savoie,74650,45.884,6.05,"Chavanod (74650), Auvergne-Rhône-Alpes"
29025,Chêne-en-Semine,Auvergne-Rhône-Alpes,Haute-Savoie,74270,46.05,5.859,"Chêne-en-Semine (74270), Auvergne-Rhône-Alpes"
29026,Chênex,Auvergne-Rhône-Alpes,Haute-Savoie,74520,46.103,5.991,"Chênex (74520), Auvergne-Rhône-Alpes"
29027,Chens-sur-Léman,Auvergne-Rhône-Alpes,Haute-Savoie,74140,46.31,6.268,"Chens-sur-Léman (74140), Auvergne-Rhône-Alpes"
29028,Chessenaz,Auvergne-Rhône-Alpes,Haute-Savoie,74270,46.041,5.906,"Chessenaz (74270), Auvergne-Rhône-Alpes"
29029,Chevaline,Auvergne-Rhône-Alpes,Haute-Savoie,74210,45.73,6.208,"Chevaline (74210), Auvergne-Rhône-Alpes"
29030,Chevenoz,Auvergne-Rhône-Alpes,Haute-Savoie,74500,46.333,6.641,"Chevenoz (74500), Auvergne-Rhône-Alpes"
29031,Chevrier,Auvergne-Rhône-Alpes,Haute-Savoie,74520,46.112,5.911,"Chevrier (74520), Auvergne-Rhône-Alpes"
29032,Chilly,Auvergne-Rhône-Alpes,Haute-Savoie,74270,45.989,5.957,"Chilly (74270), Auvergne-Rhône-Alpes"
29033,Choisy,Auvergne-Rhône-Alpes,Haute-Savoie,74330,45.997,6.054,"Choisy (74330), Auvergne-Rhône-Alpes"
29034,Clarafond-Arcine,Auvergne-Rhône-Alpes,Haute-Savoie,74270,46.075,5.896,"Clarafond-Arcine (74270), Auvergne-Rhône-Alpes"
29035,Clermont,Auvergne-Rhône-Alpes,Haute-Savoie,74270,45.973,5.909,"Clermont (74270), Auvergne-Rhône-Alpes"
29036,Les Clefs,Auvergne-Rhône-Alpes,Haute-Savoie,74230,45.845,6.327,"Les Clefs (74230), Auvergne-Rhône-Alpes"
29037,La Clusaz,Auvergne-Rhône-Alpes,Haute-Savoie,74220,45.9,6.46,"La Clusaz (74220), Auvergne-Rhône-Alpes"
29038,Cluses,Auvergne-Rhône-Alpes,Haute-Savoie,74300,46.063,6.579,"Cluses (74300), Auvergne-Rhône-Alpes"
29039,Collonges-sous-Salève,Auvergne-Rhône-Alpes,Haute-Savoie,74160,46.136,6.161,"Collonges-sous-Salève (74160), Auvergne-Rhône-Alpes"
29040,Combloux,Auvergne-Rhône-Alpes,Haute-Savoie,74920,45.891,6.637,"Combloux (74920), Auvergne-Rhône-Alpes"
29041,Les Contamines-Montjoie,Auvergne-Rhône-Alpes,Haute-Savoie,74170,45.789,6.732,"Les Contamines-Montjoie (74170), Auvergne-Rhône-Alpes"
29042,Contamine-Sarzin,Auvergne-Rhône-Alpes,Haute-Savoie,74270,46.022,5.982,"Contamine-Sarzin (74270), Auvergne-Rhône-Alpes"
29043,Contamine-sur-Arve,Auvergne-Rhône-Alpes,Haute-Savoie,74130,46.134,6.339,"Contamine-sur-Arve (74130), Auvergne-Rhône-Alpes"
29044,Copponex,Auvergne-Rhône-Alpes,Haute-Savoie,74350,46.044,6.07,"Copponex (74350), Auvergne-Rhône-Alpes"
29045,Cordon,Auvergne-Rhône-Alpes,Haute-Savoie,74700,45.909,6.569,"Cordon (74700), Auvergne-Rhône-Alpes"
29046,Cornier,Auvergne-Rhône-Alpes,Haute-Savoie,74800,46.09,6.292,"Cornier (74800), Auvergne-Rhône-Alpes"
29047,La Côte-d'Arbroz,Auvergne-Rhône-Alpes,Haute-Savoie,74110,46.181,6.631,"La Côte-d'Arbroz (74110), Auvergne-Rhône-Alpes"
29048,Cranves-Sales,Auvergne-Rhône-Alpes,Haute-Savoie,74380,46.197,6.304,"Cranves-Sales (74380), Auvergne-Rhône-Alpes"
29049,Crempigny-Bonneguête,Auvergne-Rhône-Alpes,Haute-Savoie,74150,45.947,5.903,"Crempigny-Bonneguête (74150), Auvergne-Rhône-Alpes"
29050,Cruseilles,Auvergne-Rhône-Alpes,Haute-Savoie,74350,46.036,6.115,"Cruseilles (74350), Auvergne-Rhône-Alpes"
29051,Cusy,Auvergne-Rhône-Alpes,Haute-Savoie,74540,45.758,6.033,"Cusy (74540), Auvergne-Rhône-Alpes"
29052,Cuvat,Auvergne-Rhône-Alpes,Haute-Savoie,74350,45.977,6.109,"Cuvat (74350), Auvergne-Rhône-Alpes"
29053,Demi-Quartier,Auvergne-Rhône-Alpes,Haute-Savoie,74120,45.874,6.633,"Demi-Quartier (74120), Auvergne-Rhône-Alpes"
29054,Desingy,Auvergne-Rhône-Alpes,Haute-Savoie,74270,46.0,5.888,"Desingy (74270), Auvergne-Rhône-Alpes"
29055,Dingy-en-Vuache,Auvergne-Rhône-Alpes,Haute-Savoie,74520,46.089,5.95,"Dingy-en-Vuache (74520), Auvergne-Rhône-Alpes"
29056,Dingy-Saint-Clair,Auvergne-Rhône-Alpes,Haute-Savoie,74230,45.929,6.25,"Dingy-Saint-Clair (74230), Auvergne-Rhône-Alpes"
29057,Domancy,Auvergne-Rhône-Alpes,Haute-Savoie,74700,45.907,6.664,"Domancy (74700), Auvergne-Rhône-Alpes"
29058,Doussard,Auvergne-Rhône-Alpes,Haute-Savoie,74210,45.771,6.222,"Doussard (74210), Auvergne-Rhône-Alpes"
29059,Douvaine,Auvergne-Rhône-Alpes,Haute-Savoie,74140,46.306,6.299,"Douvaine (74140), Auvergne-Rhône-Alpes"
29060,Draillant,Auvergne-Rhône-Alpes,Haute-Savoie,74550,46.296,6.473,"Draillant (74550), Auvergne-Rhône-Alpes"
29061,Droisy,Auvergne-Rhône-Alpes,Haute-Savoie,74270,45.962,5.881,"Droisy (74270), Auvergne-Rhône-Alpes"
29062,Duingt,Auvergne-Rhône-Alpes,Haute-Savoie,74410,45.82,6.195,"Duingt (74410), Auvergne-Rhône-Alpes"
